,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,1.0
72,1.0
73,1.0
74,1.0
75,3.0
76,3.0
77,5.0
78,7.0
79,8.0
80,9.0
81,9.0
82,11.0
83,12.0
84,12.0
85,21.0
86,25.0
87,28.0
88,33.0
89,33.0
90,35.0
91,35.0
92,37.0
93,42.0
94,43.0
95,37.0
96,29.0
97,34.0
98,35.0
99,36.0
100,36.0
101,33.0
102,28.0
103,29.0
104,28.0
105,25.0
106,22.0
107,19.0
108,16.0
109,12.0
110,11.0
111,12.0
112,9.0
113,9.0
114,9.0
115,8.0
116,7.0
117,7.0
118,7.0
119,9.0
120,11.0
121,11.0
122,11.0
123,9.0
124,9.0
125,9.0
126,10.0
127,12.0
128,12.0
129,13.0
130,14.0
131,17.0
132,16.0
133,15.0
134,14.0
135,14.0
136,13.0
137,12.0
138,12.0
139,5.0
140,5.0
141,4.0
142,4.0
143,4.0
144,5.0
145,6.0
146,6.0
147,6.0
148,6.0
149,6.0
150,3.0
151,3.0
152,3.0
153,3.0
154,2.0
155,2.0
156,2.0
157,3.0
158,4.0
159,3.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,3.0
168,2.0
169,2.0
170,2.0
171,2.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,2.0
211,2.0
212,2.0
213,2.0
214,2.0
215,2.0
216,2.0
217,2.0
218,2.0
219,2.0
220,2.0
221,2.0
222,2.0
223,2.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,3.0
236,4.0
237,5.0
238,5.0
