,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,1.0
70,1.0
71,1.0
72,1.0
73,6.0
74,7.0
75,12.0
76,18.0
77,18.0
78,20.0
79,22.0
80,19.0
81,23.0
82,24.0
83,20.0
84,22.0
85,26.0
86,25.0
87,28.0
88,29.0
89,27.0
90,29.0
91,29.0
92,26.0
93,30.0
94,33.0
95,32.0
96,28.0
97,35.0
98,35.0
99,37.0
100,39.0
101,35.0
102,33.0
103,36.0
104,26.0
105,24.0
106,20.0
107,16.0
108,13.0
109,11.0
110,11.0
111,12.0
112,12.0
113,12.0
114,14.0
115,13.0
116,12.0
117,10.0
118,8.0
119,8.0
120,8.0
121,3.0
122,3.0
123,3.0
124,4.0
125,6.0
126,6.0
127,5.0
128,5.0
129,7.0
130,7.0
131,11.0
132,8.0
133,8.0
134,10.0
135,10.0
136,8.0
137,8.0
138,2.0
139,2.0
140,2.0
141,0.0
142,0.0
143,1.0
144,1.0
145,4.0
146,4.0
147,4.0
148,4.0
149,5.0
150,4.0
151,4.0
152,2.0
153,2.0
154,2.0
155,2.0
156,1.0
157,1.0
158,1.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,1.0
205,0.0
206,0.0
207,1.0
208,1.0
209,1.0
210,1.0
211,2.0
212,2.0
213,2.0
214,1.0
215,1.0
216,1.0
217,1.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,1.0
233,1.0
234,1.0
235,2.0
236,2.0
237,2.0
238,3.0
