,peak transmission
0,9.0
1,5.0
2,8.0
3,6.0
4,6.0
5,9.0
6,11.0
7,7.0
8,6.0
9,8.0
10,10.0
11,4.0
12,8.0
13,8.0
14,9.0
15,8.0
16,8.0
17,7.0
18,5.0
19,5.0
20,6.0
21,8.0
22,10.0
23,7.0
24,6.0
25,9.0
26,7.0
27,6.0
28,8.0
29,7.0
30,8.0
31,13.0
32,5.0
33,10.0
34,10.0
35,7.0
36,7.0
37,10.0
38,8.0
39,5.0
40,7.0
41,8.0
42,9.0
43,9.0
44,8.0
45,7.0
46,7.0
47,10.0
48,7.0
49,8.0
50,13.0
51,5.0
52,8.0
53,5.0
54,7.0
55,9.0
56,5.0
57,4.0
58,4.0
59,8.0
60,6.0
61,7.0
62,8.0
63,9.0
64,5.0
65,8.0
66,6.0
67,6.0
68,8.0
69,5.0
70,5.0
71,12.0
72,7.0
73,10.0
74,8.0
75,5.0
76,10.0
77,7.0
78,9.0
79,10.0
80,8.0
81,8.0
82,6.0
83,10.0
84,6.0
85,9.0
86,10.0
87,6.0
88,6.0
89,8.0
90,10.0
91,5.0
92,7.0
93,13.0
94,9.0
95,8.0
96,7.0
97,6.0
98,11.0
99,8.0
