,peak transmission
0,7.0
1,4.0
2,6.0
3,7.0
4,9.0
5,8.0
6,7.0
7,8.0
8,5.0
9,7.0
10,9.0
11,6.0
12,7.0
13,6.0
14,7.0
15,7.0
16,7.0
17,7.0
18,5.0
19,6.0
20,5.0
21,9.0
22,8.0
23,6.0
24,7.0
25,5.0
26,9.0
27,7.0
28,7.0
29,9.0
30,5.0
31,9.0
32,6.0
33,7.0
34,7.0
35,10.0
36,6.0
37,7.0
38,6.0
39,5.0
40,8.0
41,6.0
42,8.0
43,7.0
44,7.0
45,8.0
46,8.0
47,6.0
48,7.0
49,7.0
50,7.0
51,9.0
52,8.0
53,6.0
54,8.0
55,7.0
56,5.0
57,6.0
58,4.0
59,6.0
60,5.0
61,10.0
62,5.0
63,5.0
64,9.0
65,7.0
66,5.0
67,7.0
68,6.0
69,9.0
70,6.0
71,8.0
72,7.0
73,10.0
74,8.0
75,5.0
76,5.0
77,6.0
78,6.0
79,7.0
80,6.0
81,8.0
82,5.0
83,8.0
84,8.0
85,7.0
86,8.0
87,5.0
88,7.0
89,5.0
90,8.0
91,6.0
92,5.0
93,7.0
94,6.0
95,7.0
96,7.0
97,4.0
98,5.0
99,5.0
