,n_contacts_traced,n_pos_contacts,positivity_rate
0,2258.0,138.0,6.111603188662533
1,1550.0,78.0,5.032258064516129
2,2000.0,126.0,6.3
3,2047.0,96.0,4.689789936492428
4,1824.0,90.0,4.934210526315789
5,2465.0,140.0,5.679513184584178
6,2150.0,126.0,5.8604651162790695
7,1741.0,92.0,5.284319356691556
8,1819.0,110.0,6.047278724573942
9,1726.0,92.0,5.330243337195829
10,1973.0,114.0,5.778003041054232
11,1656.0,67.0,4.045893719806763
12,2189.0,104.0,4.751027866605756
13,2222.0,126.0,5.6705670567056705
14,2249.0,118.0,5.246776345042241
15,2106.0,102.0,4.843304843304844
16,1853.0,116.0,6.2601187263896385
17,2296.0,140.0,6.097560975609756
18,2158.0,105.0,4.865616311399444
19,1916.0,122.0,6.367432150313152
20,1895.0,95.0,5.013192612137203
21,2010.0,138.0,6.865671641791045
22,2290.0,120.0,5.240174672489083
23,1835.0,86.0,4.686648501362398
24,2017.0,100.0,4.95785820525533
25,1918.0,115.0,5.995828988529718
26,1617.0,114.0,7.050092764378479
27,1762.0,88.0,4.994324631101022
28,2172.0,139.0,6.39963167587477
29,1948.0,92.0,4.722792607802875
30,1932.0,92.0,4.761904761904762
31,2167.0,160.0,7.383479464697738
32,2031.0,151.0,7.434761201378631
33,1464.0,68.0,4.644808743169399
34,1897.0,140.0,7.380073800738008
35,1896.0,121.0,6.381856540084388
36,1662.0,100.0,6.016847172081829
37,1999.0,107.0,5.3526763381690845
38,2111.0,131.0,6.20558976788252
39,1607.0,67.0,4.16925948973242
40,2223.0,112.0,5.038236617183985
41,1751.0,112.0,6.396344945745288
42,2168.0,125.0,5.765682656826568
43,2160.0,133.0,6.157407407407407
44,2060.0,124.0,6.019417475728155
45,2162.0,121.0,5.596669750231268
46,2177.0,124.0,5.695911805236564
47,1897.0,93.0,4.902477596204533
48,1906.0,87.0,4.564533053515215
49,1719.0,111.0,6.457242582897033
50,2122.0,128.0,6.032045240339302
51,1681.0,97.0,5.7703747769185005
52,1887.0,116.0,6.147323794382618
53,1806.0,80.0,4.4296788482834994
54,2334.0,137.0,5.869751499571551
55,1736.0,88.0,5.0691244239631335
56,1906.0,99.0,5.194123819517314
57,1497.0,67.0,4.47561790247161
58,1692.0,76.0,4.491725768321513
59,2069.0,115.0,5.5582406959884
60,1679.0,63.0,3.7522334723049435
61,2472.0,134.0,5.4207119741100325
62,1670.0,92.0,5.508982035928144
63,1943.0,121.0,6.227483273288729
64,1787.0,72.0,4.029099048684947
65,1754.0,102.0,5.815279361459521
66,1396.0,70.0,5.01432664756447
67,1946.0,103.0,5.292908530318602
68,1784.0,86.0,4.820627802690583
69,2272.0,127.0,5.589788732394366
70,1680.0,84.0,5.0
71,2323.0,154.0,6.629358588032717
72,1844.0,113.0,6.127982646420825
73,2110.0,112.0,5.308056872037914
74,1844.0,89.0,4.8264642082429505
75,1780.0,100.0,5.617977528089888
76,2067.0,127.0,6.144170295113692
77,1670.0,95.0,5.688622754491018
78,1759.0,103.0,5.855599772598067
79,1898.0,133.0,7.007376185458377
80,1946.0,120.0,6.166495375128469
81,1929.0,143.0,7.413167444271643
82,1608.0,82.0,5.099502487562189
83,2171.0,133.0,6.126209120221096
84,1672.0,89.0,5.322966507177034
85,2047.0,121.0,5.911089399120664
86,1769.0,100.0,5.652911249293386
87,1736.0,90.0,5.184331797235023
88,1727.0,90.0,5.2113491603937465
89,1710.0,82.0,4.795321637426901
90,2148.0,110.0,5.121042830540037
91,2173.0,122.0,5.614358030372757
92,2002.0,102.0,5.094905094905095
93,1927.0,98.0,5.085625324338349
94,1837.0,91.0,4.953728905824714
95,2259.0,116.0,5.13501549358123
96,1643.0,90.0,5.477784540474741
97,2012.0,79.0,3.926441351888668
98,1964.0,106.0,5.39714867617108
99,1799.0,88.0,4.891606448026682
