,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,550.0,186.0,54.0,211.0,9.0,14.0,64.0,11.0,1.0,112.0,537.0,13.0,0.0,0.0,10025.0,9867.0,259.0,465.0,10.0,75.0,275.0,33.81818181818182,9.818181818181818,38.36363636363637,1.6363636363636365,2.5454545454545454,11.636363636363637,2.0,0.18181818181818182
1,591.0,188.0,72.0,228.0,8.0,20.0,61.0,12.0,2.0,125.0,581.0,10.0,1.0,4.0,9930.0,9767.0,272.0,500.0,5.0,86.0,289.0,31.810490693739425,12.182741116751268,38.578680203045685,1.353637901861252,3.3840947546531304,10.321489001692047,2.030456852791878,0.338409475465313
2,542.0,174.0,54.0,200.0,11.0,16.0,71.0,11.0,5.0,113.0,530.0,12.0,0.0,2.0,10097.0,9937.0,261.0,456.0,6.0,80.0,271.0,32.103321033210335,9.96309963099631,36.90036900369004,2.029520295202952,2.952029520295203,13.099630996309964,2.029520295202952,0.922509225092251
3,443.0,133.0,43.0,183.0,11.0,18.0,46.0,8.0,1.0,118.0,432.0,11.0,1.0,4.0,10068.0,9905.0,238.0,383.0,7.0,53.0,229.0,30.02257336343115,9.706546275395034,41.309255079006775,2.4830699774266365,4.063205417607223,10.383747178329571,1.8058690744920993,0.22573363431151242
4,473.0,147.0,55.0,170.0,15.0,25.0,55.0,5.0,1.0,107.0,458.0,15.0,0.0,1.0,9887.0,9728.0,254.0,413.0,9.0,51.0,225.0,31.078224101479915,11.627906976744185,35.940803382663844,3.171247357293869,5.2854122621564485,11.627906976744185,1.0570824524312896,0.21141649048625794
5,497.0,152.0,58.0,177.0,9.0,21.0,66.0,13.0,1.0,131.0,484.0,13.0,2.0,1.0,9983.0,9822.0,262.0,425.0,9.0,63.0,243.0,30.58350100603622,11.670020120724345,35.61368209255533,1.8108651911468814,4.225352112676056,13.279678068410464,2.6156941649899395,0.2012072434607646
6,488.0,150.0,59.0,177.0,8.0,25.0,57.0,9.0,3.0,124.0,475.0,13.0,0.0,1.0,9877.0,9718.0,251.0,414.0,7.0,67.0,234.0,30.737704918032787,12.09016393442623,36.27049180327869,1.639344262295082,5.122950819672131,11.680327868852459,1.8442622950819672,0.6147540983606558
7,557.0,165.0,62.0,201.0,17.0,34.0,66.0,11.0,1.0,130.0,531.0,26.0,2.0,1.0,9706.0,9545.0,290.0,489.0,13.0,55.0,267.0,29.622980251346497,11.131059245960502,36.086175942549374,3.0520646319569122,6.1041292639138245,11.8491921005386,1.9748653500897666,0.17953321364452424
8,533.0,170.0,56.0,201.0,14.0,24.0,48.0,17.0,3.0,114.0,514.0,19.0,2.0,0.0,9966.0,9806.0,278.0,447.0,16.0,70.0,249.0,31.894934333958723,10.50656660412758,37.711069418386494,2.626641651031895,4.50281425891182,9.00562851782364,3.189493433395872,0.5628517823639775
9,652.0,217.0,73.0,229.0,11.0,34.0,77.0,10.0,1.0,113.0,635.0,17.0,0.0,2.0,9909.0,9749.0,308.0,543.0,13.0,96.0,306.0,33.282208588957054,11.196319018404909,35.122699386503065,1.687116564417178,5.214723926380368,11.809815950920246,1.5337423312883436,0.15337423312883436
