,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.5824468085106383,0.3684210526315789,0.9552238805970149,0.453781512605042,219.0,21.0,433,256.0,54.0,387,550.0
1,0.5944584382871536,0.43636363636363634,0.9438596491228071,0.43661971830985913,236.0,24.0,452,269.0,62.0,427,591.0
2,0.5549597855227882,0.3620689655172414,0.9659090909090909,0.49166666666666664,207.0,21.0,431,255.0,59.0,384,542.0
3,0.4764705882352941,0.2692307692307692,0.946058091286307,0.42857142857142855,162.0,14.0,392,228.0,39.0,332,443.0
4,0.5352941176470588,0.45454545454545453,0.933852140077821,0.3163265306122449,182.0,20.0,384,240.0,31.0,355,473.0
5,0.554016620498615,0.23255813953488372,0.8897338403041825,0.4344262295081967,200.0,10.0,404,234.0,53.0,385,497.0
6,0.5485714285714286,0.3953488372093023,0.8910505836575876,0.4132231404958678,192.0,17.0,393,229.0,50.0,378,488.0
7,0.5382653061224489,0.4444444444444444,0.9864406779661017,0.312,211.0,16.0,428,291.0,39.0,420,557.0
8,0.569060773480663,0.425531914893617,0.9145907473309609,0.42735042735042733,206.0,20.0,409,257.0,50.0,398,533.0
9,0.6286407766990292,0.5740740740740741,0.939873417721519,0.45454545454545453,259.0,31.0,466,297.0,65.0,459,652.0
10,0.5184210526315789,0.44680851063829785,1.0606060606060606,0.425,197.0,21.0,427,245.0,51.0,351,514.0
11,0.5391304347826087,0.4117647058823529,0.79296875,0.4918032786885246,186.0,14.0,379,203.0,60.0,378,463.0
12,0.5346260387811634,0.38596491228070173,0.9845559845559846,0.42735042735042733,193.0,22.0,418,255.0,50.0,376,520.0
13,0.4954682779456193,0.25,0.9178082191780822,0.41964285714285715,164.0,12.0,379,201.0,47.0,331,424.0
14,0.5917874396135265,0.625,0.9504643962848297,0.4298245614035088,245.0,35.0,470,307.0,49.0,437,636.0
15,0.5597964376590331,0.32727272727272727,1.0111524163568772,0.45038167938931295,220.0,18.0,448,272.0,59.0,400,569.0
16,0.43209876543209874,0.5454545454545454,0.9634703196347032,0.42857142857142855,140.0,30.0,379,211.0,51.0,338,432.0
17,0.4943502824858757,0.43636363636363634,0.9831932773109243,0.42063492063492064,175.0,24.0,409,234.0,53.0,364,486.0
18,0.5195530726256983,0.46808510638297873,0.9469387755102041,0.43636363636363634,186.0,22.0,405,232.0,48.0,355,488.0
19,0.5494791666666666,0.30357142857142855,1.0180505415162455,0.4112903225806452,211.0,17.0,440,282.0,51.0,401,561.0
20,0.606516290726817,0.46938775510204084,0.9711191335740073,0.3898305084745763,242.0,23.0,448,269.0,46.0,395,580.0
21,0.5481481481481482,0.5384615384615384,1.0583941605839415,0.44285714285714284,222.0,35.0,470,290.0,62.0,414,609.0
22,0.587378640776699,0.328125,0.9963636363636363,0.559748427672956,242.0,21.0,476,274.0,89.0,434,626.0
23,0.5837696335078534,0.39622641509433965,0.9228070175438596,0.4462809917355372,223.0,21.0,435,263.0,54.0,406,561.0
24,0.4586206896551724,0.5517241379310345,0.7783505154639175,0.36585365853658536,133.0,16.0,319,151.0,30.0,276,330.0
25,0.5702702702702702,0.2647058823529412,0.9770114942528736,0.30833333333333335,211.0,9.0,404,255.0,37.0,381,512.0
