,peak transmission
0,7.0
1,7.0
2,7.0
3,11.0
4,7.0
5,8.0
6,8.0
7,7.0
8,10.0
9,7.0
10,8.0
11,7.0
12,7.0
13,7.0
14,9.0
15,7.0
16,12.0
17,7.0
18,5.0
19,11.0
20,6.0
21,10.0
22,9.0
23,8.0
24,8.0
25,5.0
26,8.0
27,7.0
28,8.0
29,8.0
30,9.0
31,13.0
32,7.0
33,7.0
34,5.0
35,7.0
36,10.0
37,9.0
38,5.0
39,7.0
40,7.0
41,9.0
42,5.0
43,6.0
44,9.0
45,6.0
46,7.0
47,5.0
48,8.0
49,6.0
50,10.0
51,11.0
52,13.0
53,9.0
54,14.0
55,9.0
56,7.0
57,11.0
58,7.0
59,7.0
60,8.0
61,8.0
62,9.0
63,7.0
64,13.0
65,8.0
66,9.0
67,5.0
68,8.0
69,6.0
70,9.0
71,6.0
72,10.0
73,10.0
74,9.0
75,6.0
76,10.0
77,7.0
78,7.0
79,7.0
80,6.0
81,6.0
82,7.0
83,8.0
84,7.0
85,6.0
86,8.0
87,11.0
88,14.0
89,4.0
90,10.0
91,7.0
92,9.0
93,6.0
94,9.0
95,7.0
96,8.0
97,6.0
98,7.0
99,10.0
