,peak transmission
0,9.0
1,8.0
2,6.0
3,11.0
4,8.0
5,8.0
6,8.0
7,8.0
8,11.0
9,7.0
10,8.0
11,9.0
12,10.0
13,7.0
14,9.0
15,10.0
16,11.0
17,7.0
18,9.0
19,14.0
20,9.0
21,9.0
22,11.0
23,7.0
24,13.0
25,7.0
26,11.0
27,8.0
28,9.0
29,9.0
30,10.0
31,10.0
32,8.0
33,11.0
34,5.0
35,10.0
36,10.0
37,12.0
38,6.0
39,12.0
40,11.0
41,8.0
42,9.0
43,7.0
44,9.0
45,7.0
46,6.0
47,8.0
48,8.0
49,8.0
50,9.0
51,11.0
52,14.0
53,11.0
54,11.0
55,9.0
56,10.0
57,9.0
58,10.0
59,9.0
60,9.0
61,6.0
62,8.0
63,10.0
64,10.0
65,8.0
66,12.0
67,8.0
68,10.0
69,11.0
70,9.0
71,7.0
72,9.0
73,9.0
74,11.0
75,6.0
76,10.0
77,8.0
78,14.0
79,10.0
80,6.0
81,7.0
82,11.0
83,10.0
84,8.0
85,10.0
86,9.0
87,8.0
88,10.0
89,9.0
90,9.0
91,9.0
92,13.0
93,7.0
94,9.0
95,10.0
96,9.0
97,11.0
98,9.0
99,12.0
