,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,4.0
70,7.0
71,7.0
72,15.0
73,15.0
74,21.0
75,26.0
76,29.0
77,34.0
78,41.0
79,44.0
80,47.0
81,52.0
82,61.0
83,69.0
84,73.0
85,74.0
86,71.0
87,71.0
88,69.0
89,67.0
90,66.0
91,65.0
92,66.0
93,70.0
94,69.0
95,68.0
96,68.0
97,69.0
98,68.0
99,69.0
100,68.0
101,63.0
102,67.0
103,65.0
104,67.0
105,64.0
106,66.0
107,67.0
108,68.0
109,66.0
110,63.0
111,57.0
112,55.0
113,51.0
114,47.0
115,47.0
116,45.0
117,40.0
118,32.0
119,29.0
120,29.0
121,24.0
122,20.0
123,17.0
124,14.0
125,13.0
126,9.0
127,8.0
128,6.0
129,5.0
130,5.0
131,3.0
132,4.0
133,4.0
134,5.0
135,5.0
136,5.0
137,4.0
138,4.0
139,4.0
140,5.0
141,6.0
142,8.0
143,8.0
144,9.0
145,9.0
146,9.0
147,9.0
148,9.0
149,10.0
150,9.0
151,10.0
152,10.0
153,9.0
154,11.0
155,10.0
156,9.0
157,9.0
158,9.0
159,9.0
160,10.0
161,11.0
162,10.0
163,9.0
164,9.0
165,11.0
166,10.0
167,9.0
168,7.0
169,8.0
170,7.0
171,9.0
172,9.0
173,9.0
174,11.0
175,9.0
176,8.0
177,8.0
178,9.0
179,10.0
180,11.0
181,9.0
182,9.0
183,8.0
184,8.0
185,6.0
186,6.0
187,6.0
188,6.0
189,7.0
190,7.0
191,7.0
192,5.0
193,3.0
194,5.0
195,4.0
196,4.0
197,4.0
198,6.0
199,4.0
200,5.0
201,4.0
202,4.0
203,4.0
204,5.0
205,5.0
206,5.0
207,4.0
208,4.0
209,3.0
210,3.0
211,3.0
212,2.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
