,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,,0,0,0
2,0,,0,0
3,,0,0,0
4,2,,2,0
5,,0,0,0
6,0,,0,0
7,0,,0,0
8,0,,0,0
9,,0,0,0
10,2,,2,0
11,0,,0,0
12,,1,1,0
13,,0,0,0
14,0,,0,0
15,2,,2,0
16,0,,0,0
17,0,,0,0
18,2,,2,0
19,,0,0,0
20,,3,3,0
21,0,,0,0
22,0,,0,0
23,0,,0,0
24,,0,0,0
25,3,,2,1
26,1,,1,0
27,,1,1,0
28,1,,0,1
29,1,,1,0
30,3,,3,0
31,3,,3,0
32,0,,0,0
33,,1,1,0
34,2,,1,1
35,0,,0,0
36,1,,1,0
37,,0,0,0
38,0,,0,0
39,,0,0,0
40,1,,1,0
41,,1,1,0
42,0,,0,0
43,0,,0,0
44,3,,3,0
45,,0,0,0
46,1,,1,0
47,,0,0,0
48,2,,2,0
49,1,,1,0
50,,0,0,0
51,,2,2,0
52,0,,0,0
53,0,,0,0
54,,0,0,0
55,1,,1,0
56,1,,1,0
57,,0,0,0
58,0,,0,0
59,,1,1,0
60,,0,0,0
61,0,,0,0
62,0,,0,0
63,0,,0,0
64,0,,0,0
65,3,,3,0
66,1,,1,0
67,2,,1,1
68,1,,1,0
69,2,,2,0
70,0,,0,0
71,2,,1,1
72,1,,1,0
73,0,,0,0
74,,1,1,0
75,,0,0,0
76,0,,0,0
77,2,,2,0
78,,0,0,0
79,1,,0,1
80,0,,0,0
81,3,,3,0
82,,0,0,0
83,,2,2,0
84,2,,2,0
85,2,,2,0
86,,0,0,0
87,2,,2,0
88,,0,0,0
89,1,,1,0
90,1,,0,1
91,2,,2,0
92,4,,4,0
93,0,,0,0
94,,0,0,0
95,1,,1,0
96,0,,0,0
97,1,,1,0
98,2,,2,0
99,0,,0,0
100,0,,0,0
101,2,,2,0
102,1,,1,0
103,1,,0,1
104,1,,1,0
105,3,,1,2
106,1,,1,0
107,1,,1,0
108,1,,1,0
109,5,,5,0
110,3,,3,0
111,3,,3,0
112,0,,0,0
113,1,,1,0
114,1,,1,0
115,,0,0,0
116,2,,1,1
117,3,,3,0
118,2,,2,0
119,1,,1,0
120,,0,0,0
121,0,,0,0
122,,1,1,0
123,0,,0,0
124,,0,0,0
125,0,,0,0
126,0,,0,0
127,1,,1,0
128,0,,0,0
129,,0,0,0
130,1,,0,1
131,,1,0,1
132,1,,1,0
133,0,,0,0
134,3,,3,0
135,,1,1,0
136,0,,0,0
137,1,,1,0
138,,0,0,0
139,0,,0,0
140,,0,0,0
141,0,,0,0
142,,0,0,0
143,0,,0,0
144,0,,0,0
145,,0,0,0
146,,0,0,0
147,1,,1,0
148,1,,1,0
149,,0,0,0
150,0,,0,0
151,1,,1,0
152,0,,0,0
153,0,,0,0
154,3,,3,0
155,,1,1,0
156,0,,0,0
157,,0,0,0
158,,2,2,0
159,,0,0,0
160,2,,2,0
161,1,,1,0
162,1,,1,0
163,1,,1,0
164,0,,0,0
165,0,,0,0
166,,1,0,1
167,,0,0,0
168,2,,2,0
169,2,,2,0
170,,0,0,0
171,2,,2,0
172,1,,1,0
173,3,,3,0
174,0,,0,0
175,,4,3,1
176,0,,0,0
177,0,,0,0
178,0,,0,0
179,2,,2,0
180,,0,0,0
181,,0,0,0
182,0,,0,0
183,1,,1,0
184,2,,2,0
185,,0,0,0
186,1,,1,0
187,2,,1,1
188,2,,1,1
189,0,,0,0
190,,0,0,0
191,,0,0,0
192,3,,3,0
193,,0,0,0
194,0,,0,0
195,0,,0,0
196,,1,1,0
197,,0,0,0
198,,0,0,0
199,2,,1,1
200,0,,0,0
201,2,,2,0
202,,1,1,0
203,2,,1,1
