,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,1.0
68,2.0
69,3.0
70,3.0
71,4.0
72,5.0
73,6.0
74,8.0
75,17.0
76,18.0
77,21.0
78,23.0
79,25.0
80,24.0
81,25.0
82,16.0
83,16.0
84,18.0
85,20.0
86,23.0
87,28.0
88,31.0
89,34.0
90,39.0
91,41.0
92,44.0
93,45.0
94,41.0
95,42.0
96,49.0
97,51.0
98,53.0
99,49.0
100,48.0
101,53.0
102,54.0
103,44.0
104,43.0
105,39.0
106,43.0
107,41.0
108,38.0
109,33.0
110,35.0
111,29.0
112,26.0
113,22.0
114,20.0
115,18.0
116,17.0
117,14.0
118,13.0
119,16.0
120,13.0
121,10.0
122,10.0
123,9.0
124,10.0
125,12.0
126,7.0
127,8.0
128,10.0
129,9.0
130,9.0
131,10.0
132,8.0
133,9.0
134,8.0
135,9.0
136,10.0
137,10.0
138,8.0
139,7.0
140,6.0
141,6.0
142,3.0
143,2.0
144,1.0
145,2.0
146,2.0
147,3.0
148,2.0
149,2.0
150,3.0
151,4.0
152,3.0
153,4.0
154,5.0
155,7.0
156,7.0
157,6.0
158,6.0
159,7.0
160,8.0
161,7.0
162,6.0
163,7.0
164,7.0
165,8.0
166,7.0
167,5.0
168,6.0
169,5.0
170,4.0
171,4.0
172,2.0
173,2.0
174,2.0
175,0.0
176,0.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,1.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,1.0
205,1.0
206,1.0
207,1.0
208,2.0
209,3.0
210,3.0
211,3.0
212,4.0
213,4.0
214,5.0
215,4.0
216,4.0
217,4.0
218,3.0
219,2.0
220,2.0
221,1.0
222,1.0
223,0.0
224,0.0
225,0.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,2.0
235,2.0
236,2.0
237,2.0
238,2.0
