,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.029239766081871343,0.0,0.16494845360824742,0.06382978723404255,5.0,0.0,5,176,16.0,3.0,10,9,144,24.0
1,0.024539877300613498,0.0,0.10891089108910891,0.07142857142857142,4.0,0.0,4,164,11.0,3.0,1,13,143,18.0
2,0.03067484662576687,0.0,0.10416666666666667,0.05128205128205128,5.0,0.0,5,164,10.0,2.0,4,8,135,17.0
3,0.011834319526627219,0.0,0.1619047619047619,0.1206896551724138,2.0,0.0,2,172,17.0,7.0,11,13,163,26.0
4,0.012269938650306749,0.0,0.17391304347826086,0.0,2.0,0.0,2,164,16.0,0.0,5,11,148,18.0
5,0.04819277108433735,0.0,0.23529411764705882,0.061224489795918366,8.0,0.0,8,169,20.0,3.0,5,18,134,31.0
6,0.030120481927710843,,0.14705882352941177,0.13793103448275862,5,0.0,5,166,15.0,8.0,6,17,160,28.0
7,0.0,,0.1308411214953271,0.07547169811320754,0,0.0,0,164,14.0,4.0,3,15,160,18.0
8,0.030303030303030304,,0.07692307692307693,0.0975609756097561,5,0.0,5,165,7.0,4.0,5,6,132,16.0
9,0.018292682926829267,0.0,0.10526315789473684,0.08108108108108109,3.0,0.0,3,166,10.0,3.0,5,8,132,16.0
10,0.006134969325153374,0.0,0.1262135922330097,0.0,1.0,0.0,1,165,13.0,0.0,6,7,130,14.0
11,0.006097560975609756,0.0,0.13592233009708737,0.041666666666666664,1.0,0.0,1,166,14.0,2.0,6,10,151,17.0
12,0.018518518518518517,,0.0594059405940594,0.10810810810810811,3,0.0,3,162,6.0,4.0,1,9,138,13.0
13,0.005988023952095809,0.0,0.12745098039215685,0.09803921568627451,1.0,0.0,1,168,13.0,5.0,5,13,153,19.0
14,0.006060606060606061,0.0,0.13043478260869565,0.023809523809523808,1.0,0.0,1,168,15.0,1.0,6,10,157,17.0
15,0.0,0.0,0.13333333333333333,0.0975609756097561,0.0,0.0,0,161,10.0,4.0,2,12,116,14.0
16,0.024691358024691357,0.0,0.15178571428571427,0.04,4.0,0.0,4,163,17.0,2.0,3,16,162,23.0
17,0.017964071856287425,0.0,0.18,0.09090909090909091,3.0,0.0,3,168,18.0,4.0,8,14,144,25.0
18,0.018292682926829267,0.0,0.14414414414414414,0.11428571428571428,3.0,0.0,3,165,16.0,4.0,4,16,146,23.0
19,0.018292682926829267,0.0,0.1092436974789916,0.08823529411764706,3.0,0.0,3,165,13.0,3.0,4,12,153,19.0
20,0.012195121951219513,0.0,0.1935483870967742,0.038461538461538464,2.0,0.0,2,165,18.0,2.0,6,14,145,22.0
21,0.01818181818181818,0.0,0.19166666666666668,0.047619047619047616,3.0,0.0,3,168,23.0,2.0,9,16,162,28.0
22,0.024390243902439025,,0.07692307692307693,0.022727272727272728,4,0.0,4,164,8.0,1.0,2,7,148,13.0
23,0.024242424242424242,0.0,0.23809523809523808,0.019230769230769232,4.0,0.0,4,166,25.0,1.0,7,19,157,30.0
24,0.018518518518518517,0.0,0.09345794392523364,0.09090909090909091,3.0,0.0,3,164,10.0,3.0,3,10,140,16.0
25,0.03550295857988166,,0.14782608695652175,0.13157894736842105,6,0.0,6,169,17.0,5.0,9,13,153,28.0
26,0.018518518518518517,0.0,0.19791666666666666,0.0392156862745098,3.0,0.0,3,165,19.0,2.0,5,16,147,24.0
27,0.006024096385542169,0.0,0.12941176470588237,0.14814814814814814,1.0,0.0,1,168,11.0,8.0,9,10,139,20.0
28,0.011904761904761904,0.0,0.15306122448979592,0.0851063829787234,2.0,0.0,2,170,15.0,4.0,10,9,145,21.0
29,0.03067484662576687,0.0,0.15178571428571427,0.09302325581395349,5.0,0.0,5,167,17.0,4.0,7,14,155,26.0
30,0.011976047904191617,,0.15841584158415842,0.0,2,0.0,2,167,16.0,0.0,5,11,127,18.0
31,0.012121212121212121,0.0,0.16161616161616163,0.08163265306122448,2.0,0.0,2,168,16.0,4.0,6,14,148,22.0
32,0.024691358024691357,0.0,0.17346938775510204,0.05555555555555555,4.0,0.0,4,165,17.0,2.0,5,14,134,23.0
33,0.03636363636363636,0.0,0.1694915254237288,0.07272727272727272,6.0,0.0,6,167,20.0,4.0,8,16,173,30.0
