,peak transmission
0,15.0
1,12.0
2,14.0
3,10.0
4,15.0
5,12.0
6,14.0
7,13.0
8,9.0
9,9.0
10,13.0
11,9.0
12,19.0
13,13.0
14,15.0
15,18.0
16,13.0
17,9.0
18,14.0
19,10.0
20,13.0
21,11.0
22,13.0
23,13.0
24,21.0
25,15.0
26,13.0
27,11.0
28,10.0
29,13.0
30,14.0
31,10.0
32,12.0
33,12.0
34,9.0
35,8.0
36,13.0
37,10.0
38,12.0
39,15.0
40,12.0
41,14.0
42,10.0
43,16.0
44,12.0
45,13.0
46,8.0
47,9.0
48,7.0
49,12.0
50,17.0
51,10.0
52,10.0
53,14.0
54,13.0
55,13.0
56,13.0
57,14.0
58,11.0
59,11.0
60,15.0
61,18.0
62,10.0
63,9.0
64,12.0
65,13.0
66,9.0
67,12.0
68,15.0
69,9.0
70,12.0
71,12.0
72,9.0
73,9.0
74,12.0
75,7.0
76,16.0
77,23.0
78,14.0
79,14.0
80,12.0
81,10.0
82,10.0
83,11.0
84,11.0
85,11.0
86,10.0
87,17.0
88,15.0
89,11.0
90,14.0
91,13.0
92,11.0
93,6.0
94,8.0
95,17.0
96,14.0
97,12.0
98,16.0
99,9.0
