,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,1.0
69,1.0
70,2.0
71,2.0
72,2.0
73,2.0
74,2.0
75,3.0
76,5.0
77,11.0
78,15.0
79,17.0
80,22.0
81,27.0
82,30.0
83,40.0
84,42.0
85,45.0
86,50.0
87,56.0
88,62.0
89,69.0
90,67.0
91,76.0
92,81.0
93,88.0
94,91.0
95,94.0
96,93.0
97,77.0
98,79.0
99,80.0
100,78.0
101,76.0
102,71.0
103,67.0
104,34.0
105,31.0
106,30.0
107,28.0
108,29.0
109,28.0
110,26.0
111,15.0
112,22.0
113,22.0
114,22.0
115,22.0
116,21.0
117,20.0
118,14.0
119,15.0
120,17.0
121,18.0
122,19.0
123,19.0
124,17.0
125,11.0
126,11.0
127,12.0
128,13.0
129,13.0
130,14.0
131,15.0
132,11.0
133,12.0
134,11.0
135,13.0
136,12.0
137,12.0
138,11.0
139,9.0
140,10.0
141,11.0
142,10.0
143,9.0
144,9.0
145,7.0
146,6.0
147,7.0
148,7.0
149,6.0
150,6.0
151,6.0
152,6.0
153,5.0
154,5.0
155,5.0
156,5.0
157,5.0
158,4.0
159,3.0
160,1.0
161,1.0
162,1.0
163,0.0
164,1.0
165,1.0
166,1.0
167,2.0
168,2.0
169,3.0
170,4.0
171,5.0
172,6.0
173,8.0
174,7.0
175,7.0
176,8.0
177,9.0
178,9.0
179,12.0
180,13.0
181,12.0
182,12.0
183,13.0
184,13.0
185,11.0
186,12.0
187,12.0
188,9.0
189,9.0
190,8.0
191,9.0
192,9.0
193,7.0
194,7.0
195,4.0
196,3.0
197,3.0
198,3.0
199,2.0
200,2.0
201,3.0
202,2.0
203,2.0
204,3.0
205,4.0
206,4.0
207,5.0
208,5.0
209,5.0
210,6.0
211,6.0
212,6.0
213,7.0
214,7.0
215,6.0
216,3.0
217,6.0
218,9.0
219,12.0
220,12.0
221,12.0
222,12.0
223,14.0
224,14.0
225,14.0
226,15.0
227,16.0
228,16.0
229,14.0
230,8.0
231,8.0
232,8.0
233,9.0
234,10.0
235,10.0
236,10.0
237,6.0
238,6.0
