exposed mean,exposed stdv,symptomatic mean,symptomatic stdv,asymptomatic mean,saymptomatic stdv
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.42770234150550657,0.0,0.0,0.1,0.3333333333333333
0.41,0.6830561152391923,0.0,0.0,0.22,0.4623173950192376
0.62,0.7756391955130695,0.01,0.09999999999999999,0.26,0.4845074558223792
0.89,0.9733312577810996,0.02,0.14070529413628965,0.39,0.5842201051942076
1.21,1.1036669824185228,0.07,0.2931886695621029,0.58,0.7936617603859908
1.47,1.1499231419200295,0.17,0.40339468604243256,0.79,0.9459643147859674
1.75,1.313296415417127,0.36,0.5777000724747867,1.01,0.9691712590109807
2.19,1.4262687068860567,0.53,0.7171069824248153,1.28,1.0452393278695806
2.63,1.6121696278899778,0.82,0.9031929892097124,1.61,1.1625033941516647
3.21,1.7882613869003565,1.08,1.0413666234542205,1.95,1.3361712223190316
3.97,2.061944752319073,1.44,1.2658689673201735,2.53,1.445683229480096
4.71,2.375357495688435,1.81,1.5155423738281577,3.1,1.6787441193290351
5.67,2.6248809496813377,2.26,1.6914520687888561,3.74,1.8069450752722136
6.48,3.0796825233202925,2.73,1.8469467023203787,4.45,2.0517299918839123
7.41,3.2538865649831403,3.33,1.9282849447845687,5.22,2.2409413606380206
8.26,3.3833221376139586,4.14,1.9950443654721113,5.88,2.3496399896171503
9.26,3.227470473384018,4.93,2.2030969936969105,6.62,2.5416927470097606
10.16,3.3716584655152735,5.72,2.449819618179298,7.71,2.8115742022841035
11.31,3.802431439024884,6.62,2.894718283252092,8.51,3.131769435635356
12.02,3.951677817808225,7.76,3.0587513131929502,9.64,3.3105890714493698
12.96,4.129030017920539,8.79,3.4620452879414465,10.3,3.415650255319867
13.87,4.270299116625737,9.86,3.5817156320242494,11.44,3.624607258418183
15.09,4.720672354098246,10.76,3.5593666443752188,12.55,3.69923552025867
16.24,4.754838046504302,11.85,3.7534495918266755,13.49,3.867750631761948
16.9,4.895885718610778,13.23,4.072214298502634,14.57,3.924167543453122
17.27,4.775473957122112,14.66,4.632384904019732,15.39,4.069832349561263
17.42,4.97707877487519,15.81,4.583005497917212,16.27,4.249432523017252
18.2,4.590283985845219,16.94,4.842613869689497,17.01,4.432421870305628
18.17,4.649437893689163,18.12,5.236391694649855,17.72,4.610221406195305
18.17,4.559494478447133,19.1,5.360725113020974,18.04,4.724575765253021
17.82,4.797684626752552,20.06,5.557450181985668,18.57,4.606221089708214
16.92,4.6961837074524055,20.78,5.709428671730278,18.83,4.607975080600409
16.2,4.5393898935936985,21.04,5.566712030299649,18.81,4.41461072788846
15.45,4.130142952499442,21.5,5.614735303222453,19.02,4.378505810355073
15.01,3.906728203052428,21.57,5.364030973328574,18.88,4.276503811349272
14.62,3.884129844181918,21.24,5.30888335003157,18.95,4.250668396638559
13.77,3.6950827275767946,21.52,4.820997842980248,18.55,4.058598553961974
13.42,3.811677962379415,20.88,4.9221823196503784,17.94,3.971667334274286
12.59,3.91344483863648,20.07,5.079678268663411,17.58,4.0406520125926075
12.46,4.281555461712153,19.31,4.967968102827057,16.93,3.8487962174207566
11.98,4.228283793501075,18.29,4.64995926994218,16.5,3.919647479510927
11.16,3.951013167594491,17.69,4.49622737481776,15.77,3.956467662402457
10.74,3.940517322341924,17.01,4.224734765447867,15.09,3.949414993119713
10.27,4.044837088277731,16.05,4.358609267584644,14.45,3.862210075418822
9.57,3.6934421819645626,15.63,4.329030497756403,13.79,3.8040249815959495
9.09,3.3817543710717115,15.11,4.636035837094908,13.3,3.627894177290204
9.16,3.3203383057523617,14.4,4.767312946227962,12.59,3.6517465034216876
8.89,3.3086815708637993,13.72,4.662508970392432,11.97,3.597010543282414
8.52,3.1574187130143083,12.96,4.451580130309423,11.62,3.4429843761105587
7.95,2.996209726850363,12.78,4.159885390806634,10.99,3.5802347420358913
7.68,3.237657215089986,11.91,4.144108633184748,10.45,3.3825906036526487
7.06,3.209266885036821,11.38,3.7221151801282844,10.01,3.4626287672515486
6.82,3.1889328825318555,10.87,3.311000947255569,9.66,3.435465651469134
6.46,3.147614135734358,10.59,3.333621199691156,9.06,3.335817256337158
5.89,2.8846336181759913,10.3,3.494584555010969,8.51,3.2551280444643935
5.3,2.7358451134610093,10.2,3.6652889973838945,7.78,3.0800104945380697
5.13,2.706725630048904,9.31,3.6534057723408906,7.47,3.173294499380412
4.9,2.6188901959772686,8.89,3.6010520348331205,7.07,3.069086660440355
4.46,2.7429247827157717,8.37,3.5209474161183816,6.73,3.0743480872562494
4.53,2.409807402505793,7.73,3.2932591084753042,6.47,2.945481044898878
4.45,2.575623882448364,7.28,3.3335757487609716,6.02,2.9266452680932353
4.28,2.4291163126960518,6.7,3.236471454338424,5.8,2.792486311153521
3.98,2.453527660287933,6.11,3.0414476882570316,5.43,2.7052324906157006
3.71,2.3965252624024918,5.94,2.980814070896158,5.21,2.7608189386704107
3.5,2.3505855707147796,5.62,2.922500658855375,4.95,2.5756238824483644
3.41,2.578446012307382,5.21,3.0361292475915462,4.74,2.385223874040533
3.31,2.35142338152701,5.1,2.6874192494328497,4.57,2.383677661077351
3.0,1.9384467383902395,4.96,2.733702857505057,4.27,2.3262012211354635
2.94,1.8357834867165055,4.83,2.6932575746920984,4.09,2.3010537770440056
2.49,1.696669345714382,4.59,2.7232444998678704,3.84,2.182205352852981
2.33,1.6209175603261683,4.42,2.88563141909508,3.71,2.1334043548784045
2.25,1.6476184220402685,4.24,2.7084603699809926,3.52,2.062067218138442
2.22,1.6971753122185231,4.18,2.728006635259563,3.43,1.9604936504705526
2.27,1.6320960062868157,3.85,2.42201602310175,3.34,1.8434705960182383
2.23,1.6928548596254718,3.59,2.211517144588321,3.05,1.7254775360093004
2.25,1.6537377315791295,3.36,2.076905234606373,2.99,1.778065002050024
2.25,1.7254775360093006,3.13,1.9522325991572114,2.84,1.7274959983289178
2.14,1.6637550324734733,2.93,1.9135613843608916,2.65,1.5723301886761005
2.1,1.5859229221975182,2.88,1.9708993998792643,2.66,1.6466678935095418
2.13,1.744573114986974,2.7,1.9514304517662955,2.49,1.732021648218922
2.07,1.7422555913110294,2.79,1.950369040448344,2.48,1.6110727964792761
2.09,1.8151717507851663,2.65,1.9662557351884866,2.48,1.6665454501374204
2.12,1.6653327995729061,2.57,1.8381754238616315,2.43,1.6345697237555155
2.0,1.663633603795249,2.59,1.9284944669588528,2.26,1.605671765393481
1.94,1.722225480609495,2.5,1.8667748886377502,2.32,1.6198266524040106
1.71,1.578229413237531,2.5,1.8118576883486968,2.25,1.6840007677725644
1.61,1.536722210262854,2.49,2.0325383443399345,2.09,1.531454712145787
1.46,1.2425129310547973,2.44,1.9864185323990977,2.06,1.5163752633810468
1.37,1.2605514265550213,2.48,1.997372010791918,1.96,1.4349180809335071
1.27,1.2214827882619559,2.41,1.8699916274862534,1.89,1.427684428815706
1.25,1.1579762911688178,2.26,1.829168823771766,1.79,1.4019827229875392
1.18,1.1492641475344476,2.15,1.8443196988361727,1.76,1.5050084734148528
1.2,1.145919418253881,1.9,1.7950549357115015,1.7,1.4529663145135576
1.0,1.2226812728383039,1.86,1.6637550324734733,1.57,1.430229196861662
0.96,1.3402849086532447,1.66,1.3796500800689802,1.43,1.37256671748203
0.86,1.37818501638711,1.57,1.3046536751648738,1.25,1.328590047814417
0.83,1.4358680899432132,1.47,1.242797431018207,1.13,1.268539285632069
0.64,1.2187093686570747,1.43,1.2573420739437187,0.99,1.2101840581272976
0.52,1.114459600891931,1.37,1.2685392856320687,0.9,1.1326200964261066
0.39,0.8396127053287695,1.34,1.3575081151979473,0.82,1.0859990512859297
0.3,0.6276459144608479,1.19,1.419168913146143,0.71,0.9774735523043809
0.25,0.5388914922357194,1.09,1.4777473984877707,0.63,0.9173413495069062
0.27,0.489382212074519,0.9,1.4599017539934431,0.53,0.8698658900466594
0.24,0.4739688435398098,0.81,1.4262687068860567,0.47,0.8221061889187954
0.23,0.5096047190685834,0.66,1.240885965670488,0.42,0.7677857445244404
0.23,0.5096047190685834,0.54,1.0676132163840892,0.39,0.7371114795831993
0.25,0.6256309946079569,0.44,0.8326663997864533,0.32,0.6010092521851234
0.29,0.6243380332784314,0.33,0.6365151334819269,0.27,0.5478147589295219
0.3,0.611340636419152,0.28,0.5519478821831502,0.24,0.4739688435398098
0.31,0.646591685749831,0.28,0.473115613606636,0.2,0.47140452079103173
0.34,0.6231234454607115,0.3,0.5945883900105633,0.2,0.4494665749754947
0.4,0.6666666666666667,0.29,0.6860073327640606,0.22,0.48367281703584913
0.44,0.6863753427324666,0.3,0.6890192121758832,0.23,0.48938221207451904
0.41,0.6830561152391923,0.32,0.7769403861535091,0.26,0.5049252369900864
0.38,0.6931118527366563,0.36,0.7722458393307382,0.29,0.5373898759633259
0.38,0.6783819132332612,0.41,0.7398471040517342,0.29,0.5558685986722932
0.48,0.7450849046595397,0.4,0.7247430753394787,0.31,0.5448565745851717
0.51,0.7034546786030247,0.45,0.7703468981143129,0.35,0.5924610544247622
0.48,0.6587407638361193,0.48,0.7585206228927039,0.37,0.6301354672375671
0.51,0.7587203474644434,0.52,0.8346050901867641,0.39,0.6178326405404393
0.51,0.7452882297839846,0.48,0.7974707492814994,0.42,0.6693883835866948
0.49,0.7452882297839846,0.46,0.7305733185227706,0.43,0.685418105828829
0.46,0.6730002176294543,0.48,0.7032392583932262,0.49,0.7452882297839846
0.49,0.7587203474644432,0.53,0.7581876316905235,0.52,0.7585206228927038
0.47,0.7028800779936817,0.53,0.7171069824248153,0.6,0.8040302522073697
0.41,0.6210938542262159,0.57,0.7687718133556284,0.63,0.8367203894378399
0.35,0.625630994607957,0.58,0.8187203614806646,0.68,0.8273115763993906
0.33,0.5695115752497348,0.57,0.7687718133556283,0.7,0.8468599159080072
0.3,0.5412294272573257,0.56,0.8080404030302525,0.7,0.8468599159080072
0.32,0.6175873552900363,0.5,0.7587869106393281,0.67,0.7920692756152946
0.32,0.6337319319839909,0.48,0.7032392583932261,0.7,0.7587869106393281
0.4,0.8040302522073696,0.44,0.6714976477316142,0.71,0.7823172003862641
0.33,0.7661394761854378,0.41,0.5702205846437983,0.68,0.7504880566886613
0.38,0.6783819132332614,0.41,0.6528105515091007,0.68,0.776940386153509
0.33,0.652191333393457,0.41,0.668104510060841,0.67,0.7661394761854379
0.27,0.5659532050470519,0.47,0.7713951678941896,0.67,0.7792122414154679
0.31,0.6145541210314741,0.46,0.7577211981602561,0.66,0.7550503361372738
0.32,0.633731931983991,0.46,0.7839294959021853,0.68,0.8273115763993905
0.36,0.7038135657640704,0.44,0.7696253844067465,0.64,0.8229044398784813
0.43,0.7818005635787948,0.38,0.7075352009660443,0.6,0.8164965809277259
0.42,0.713222874483754,0.35,0.5924610544247623,0.56,0.7429126408395484
0.38,0.6321360293449184,0.4,0.6963106238227914,0.47,0.731057073315377
0.35,0.5751591786697668,0.35,0.6571287406727709,0.48,0.7314024165597863
0.35,0.6256309946079569,0.38,0.735533888417183,0.45,0.7159792333764037
0.39,0.6947857747012907,0.41,0.7533762390570582,0.51,0.7316095442601369
0.4,0.7385489458759964,0.45,0.7961396760860395,0.53,0.731057073315377
0.43,0.7142842712828137,0.48,0.8100380337747212,0.53,0.744745906095807
0.49,0.6889459083603476,0.5,0.8226589066968623,0.62,0.8382280492958122
0.51,0.6889459083603477,0.5,0.7849596270902193,0.62,0.8619920550853719
0.56,0.7291893935852137,0.5,0.7453559924999299,0.67,0.9217352980091191
0.65,0.8804842561071297,0.49,0.7587203474644433,0.68,0.9521904571390467
0.66,0.8671327418101521,0.49,0.7316095442601368,0.69,0.8841477092189811
0.71,0.9133687230480493,0.51,0.7452882297839846,0.7,0.8587046857760456
0.72,0.9752492558885196,0.55,0.7833494518006403,0.76,0.8659670836117214
0.71,0.924361641590803,0.6,0.7654139963827326,0.79,0.8909760848857751
0.78,0.9700567514378223,0.63,0.7474535896541461,0.81,0.8954994092232511
0.77,1.071720979819775,0.77,0.8744984132332515,0.88,0.9350633317286238
0.82,0.9574798571080629,0.8,0.9428090415820635,0.9,0.9374368665610923
0.93,0.9975221827360558,0.83,1.0449977043133645,0.99,0.9586922911398156
0.92,1.0217829534888532,0.91,1.1379140937911285,1.04,1.0042334631373564
0.82,0.9783515304693486,1.04,1.309792180292567,0.99,0.9586922911398155
0.75,0.9574271077563381,1.04,1.2053751668792971,1.02,1.0247443632931141
0.72,0.995748538294258,1.09,1.1899834478095088,0.99,0.9897964284119082
0.76,1.0162318990896089,1.0,1.1720654306553768,1.03,0.9893881386437219
0.82,1.0577276959538682,1.05,1.0952145677879517,1.03,1.029415839054835
0.88,1.085068540403664,1.08,1.0887858124785357,1.07,1.1214618886421275
0.92,1.0510216290098242,1.03,1.0488570017409475,1.08,1.0794686309719819
0.84,1.002219758558194,0.93,1.0565333057990298,1.11,1.1537816609792864
0.89,1.1711601776085805,0.94,1.108461487236642,1.12,1.121687041104522
0.96,1.0723334322397067,0.93,1.1304330090185744,1.21,1.2251159499855884
0.96,1.1002295444610866,0.99,1.243122494106488,1.22,1.2758835322547224
