,max,std
0,100.0,12.275951767061539
1,33.333333333333336,6.644380862781664
2,50.0,8.609385827709058
3,33.333333333333336,6.500958048679832
4,50.0,11.927644913957579
5,100.0,13.39031732415501
6,42.857142857142854,7.287692254355918
7,100.0,11.429234342003982
8,100.0,12.035126246462351
9,50.0,8.405343711144122
10,50.0,7.333055912988852
11,42.857142857142854,9.011779371101676
12,33.333333333333336,6.918651477205469
13,66.66666666666667,8.36074209723036
14,100.0,10.965728067484905
15,50.0,7.305226944650773
16,33.333333333333336,7.4401966331138745
17,100.0,15.425776493577189
18,33.333333333333336,5.1794600308052505
19,14.285714285714286,3.323015227765339
20,40.0,6.60832291762395
21,33.333333333333336,5.677178739192597
22,50.0,8.6422981575805
23,100.0,10.701994060835283
24,50.0,10.551458362488907
25,100.0,12.79486647969244
26,33.333333333333336,5.882293354093332
27,42.857142857142854,7.9336905173088885
28,33.333333333333336,5.717671095439167
29,25.0,6.13478220664166
30,100.0,11.353658303710445
31,40.0,7.725157114846517
32,40.0,8.358284251098553
33,100.0,18.281471669720613
34,33.333333333333336,7.553128576554403
35,100.0,12.169426547438157
36,100.0,15.65952465584029
37,100.0,12.12404589263006
38,100.0,12.424376919681432
39,100.0,11.515491685038986
40,33.333333333333336,8.473266252192769
41,100.0,12.741527239812065
42,33.333333333333336,5.273005890294402
43,100.0,11.87653384749219
44,25.0,5.844574335961904
45,50.0,7.1306370138543045
46,100.0,13.541591070046751
47,33.333333333333336,7.820753373217067
48,33.333333333333336,5.851918772537203
49,50.0,6.790685763047759
50,50.0,7.99192778650409
51,50.0,9.386816992711157
52,28.571428571428573,4.815471049736552
53,50.0,9.055375195547137
54,50.0,7.356653846916538
55,50.0,7.654197786769836
56,50.0,9.669259253470125
57,50.0,7.8869214484491685
58,28.571428571428573,5.931603226531831
59,100.0,13.419808752904803
60,100.0,10.403190073335965
61,50.0,7.496053305942482
62,50.0,8.115902477318565
63,50.0,10.507421701812815
64,40.0,8.587838733162656
65,100.0,14.276427359222811
66,50.0,9.052337306720956
67,50.0,8.52552551559329
68,100.0,12.362059516923818
69,100.0,11.870608169429735
70,50.0,7.914379611764375
71,50.0,9.92406247926477
72,33.333333333333336,7.357184516141723
73,100.0,13.369864865675648
74,25.0,5.566657434473315
75,33.333333333333336,8.658755234889448
76,50.0,9.626938133007934
77,100.0,13.224348660329351
78,33.333333333333336,5.40610586523228
79,33.333333333333336,5.250225400060903
80,50.0,9.699671428605184
81,100.0,14.952452751969131
82,50.0,6.667705665110311
83,100.0,12.066249744072866
84,50.0,6.621188678905008
85,100.0,10.504688984138555
86,50.0,7.54151891526688
87,50.0,7.34002256766041
88,50.0,9.831651740761298
89,50.0,7.762591002133868
90,50.0,8.366581734494224
91,66.66666666666667,10.391368328470593
92,100.0,12.781043642574351
93,100.0,12.537062044588874
94,50.0,8.041830801246665
95,50.0,7.955264660644132
96,28.571428571428573,5.5976625574031695
97,25.0,4.854199753986873
98,33.333333333333336,5.3862516414272035
99,50.0,9.769459687567887
