,n_contacts_traced,n_pos_contacts,positivity_rate
0,551.0,20.0,3.629764065335753
1,490.0,21.0,4.285714285714286
2,488.0,19.0,3.8934426229508197
3,667.0,25.0,3.7481259370314843
4,570.0,25.0,4.385964912280702
5,412.0,17.0,4.12621359223301
6,510.0,16.0,3.1372549019607843
7,549.0,18.0,3.278688524590164
8,696.0,21.0,3.0172413793103448
9,423.0,10.0,2.3640661938534278
10,537.0,19.0,3.538175046554935
11,545.0,27.0,4.954128440366972
12,530.0,21.0,3.9622641509433962
13,518.0,16.0,3.088803088803089
14,455.0,12.0,2.6373626373626373
15,588.0,13.0,2.2108843537414966
16,649.0,25.0,3.852080123266564
17,570.0,22.0,3.8596491228070176
18,547.0,11.0,2.010968921389397
19,493.0,7.0,1.4198782961460445
20,507.0,15.0,2.9585798816568047
21,720.0,24.0,3.3333333333333335
22,543.0,17.0,3.130755064456722
23,553.0,14.0,2.5316455696202533
24,491.0,27.0,5.4989816700611
25,450.0,18.0,4.0
26,634.0,15.0,2.365930599369085
27,484.0,23.0,4.75206611570248
28,470.0,12.0,2.5531914893617023
29,522.0,13.0,2.4904214559386975
30,490.0,6.0,1.2244897959183674
31,672.0,30.0,4.464285714285714
32,595.0,19.0,3.19327731092437
33,496.0,18.0,3.629032258064516
34,561.0,23.0,4.09982174688057
35,635.0,27.0,4.251968503937008
36,558.0,21.0,3.763440860215054
37,466.0,10.0,2.1459227467811157
38,452.0,13.0,2.8761061946902653
39,376.0,7.0,1.8617021276595744
40,728.0,39.0,5.357142857142857
41,637.0,27.0,4.23861852433281
42,472.0,12.0,2.542372881355932
43,552.0,18.0,3.260869565217391
44,548.0,14.0,2.5547445255474455
45,495.0,11.0,2.2222222222222223
46,550.0,16.0,2.909090909090909
47,510.0,20.0,3.9215686274509802
48,492.0,16.0,3.252032520325203
49,608.0,19.0,3.125
50,489.0,16.0,3.2719836400817996
51,542.0,20.0,3.690036900369004
52,535.0,12.0,2.2429906542056073
53,535.0,18.0,3.364485981308411
54,473.0,15.0,3.171247357293869
55,438.0,11.0,2.5114155251141552
56,596.0,23.0,3.859060402684564
57,565.0,27.0,4.778761061946903
58,523.0,15.0,2.8680688336520075
59,574.0,19.0,3.3101045296167246
60,533.0,8.0,1.5009380863039399
61,458.0,11.0,2.4017467248908297
62,500.0,16.0,3.2
63,501.0,19.0,3.7924151696606785
64,513.0,25.0,4.8732943469785575
65,536.0,20.0,3.7313432835820897
66,494.0,17.0,3.4412955465587043
67,594.0,19.0,3.1986531986531985
68,529.0,16.0,3.0245746691871456
69,498.0,15.0,3.0120481927710845
70,458.0,12.0,2.6200873362445414
71,589.0,22.0,3.735144312393888
72,531.0,19.0,3.5781544256120528
73,453.0,22.0,4.856512141280353
74,554.0,14.0,2.527075812274368
75,393.0,18.0,4.580152671755725
76,519.0,18.0,3.468208092485549
77,483.0,18.0,3.7267080745341614
78,438.0,10.0,2.2831050228310503
79,484.0,11.0,2.272727272727273
80,478.0,17.0,3.5564853556485354
81,504.0,16.0,3.1746031746031744
82,548.0,13.0,2.372262773722628
83,495.0,15.0,3.0303030303030303
84,552.0,14.0,2.536231884057971
85,602.0,10.0,1.6611295681063123
86,561.0,13.0,2.3172905525846703
87,506.0,14.0,2.766798418972332
88,552.0,26.0,4.7101449275362315
89,436.0,17.0,3.8990825688073394
90,454.0,17.0,3.7444933920704844
91,650.0,23.0,3.5384615384615383
92,625.0,23.0,3.68
93,563.0,19.0,3.374777975133215
94,603.0,21.0,3.482587064676617
95,627.0,21.0,3.349282296650718
96,504.0,17.0,3.373015873015873
97,478.0,8.0,1.6736401673640167
98,544.0,15.0,2.7573529411764706
99,597.0,24.0,4.0201005025125625
