,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.0,1.0,1.0
62,1.01,1.0,1.0
63,1.02,1.0,1.0
64,1.03,1.0,1.5249999999999915
65,1.07,1.0,2.0
66,1.09,1.0,2.0
67,1.09,1.0,2.0
68,1.15,1.0,2.5249999999999915
69,1.24,1.0,3.0
70,1.29,1.0,3.0
71,1.39,1.0,3.0
72,1.44,1.0,3.5249999999999915
73,1.56,1.0,4.0
74,1.75,1.0,4.0
75,2.11,1.0,6.0
76,2.4,1.0,6.0
77,7.67,6.0,11.524999999999991
78,9.0,7.0,13.0
79,13.31,11.0,18.52499999999999
80,16.76,14.0,21.0
81,20.24,17.0,25.52499999999999
82,21.84,18.0,29.0
83,28.55,24.0,36.52499999999999
84,33.24,28.0,41.52499999999999
85,38.8,34.0,48.04999999999998
86,44.51,39.0,55.52499999999999
87,52.18,46.0,64.0
88,59.27,53.0,70.04999999999998
89,67.74,62.0,78.52499999999999
90,68.74,63.0,79.0
91,75.21,68.475,85.52499999999999
92,83.04,76.0,94.52499999999999
93,87.56,79.475,99.0
94,94.91,88.475,106.0
95,96.78,89.475,108.04999999999998
96,92.41,86.0,104.0
97,88.96,82.0,101.09999999999997
98,87.65,80.0,100.52499999999999
99,87.43,79.475,98.52499999999999
100,89.63,81.0,101.0
101,88.74,80.475,97.52499999999999
102,85.23,76.475,94.52499999999999
103,77.27,70.0,88.52499999999999
104,78.28,70.475,88.04999999999998
105,77.32,69.475,88.0
106,77.5,69.0,89.0
107,77.22,68.0,87.52499999999999
108,74.86,66.0,86.0
109,71.25,62.475,80.0
110,67.89,59.0,77.0
111,66.6,59.0,76.0
112,66.52,59.0,76.04999999999998
113,59.2,51.475,68.57499999999997
114,54.08,46.475,64.04999999999998
115,51.87,45.0,61.0
116,51.36,44.0,60.0
117,47.13,38.475,57.04999999999998
118,47.7,40.0,58.0
119,46.59,38.95,57.52499999999999
120,46.12,38.0,56.52499999999999
121,43.66,36.0,54.04999999999998
122,42.51,35.475,52.0
123,40.13,33.475,50.04999999999998
124,37.65,32.0,47.04999999999998
125,35.34,29.475,45.04999999999998
126,35.09,29.0,44.04999999999998
127,31.93,26.0,41.04999999999998
128,28.6,23.0,37.0
129,27.16,22.0,34.52499999999999
130,25.88,20.475,33.52499999999999
131,24.54,18.475,31.52499999999999
132,24.15,19.0,30.52499999999999
133,23.93,19.0,30.0
134,22.8,17.475,29.52499999999999
135,22.36,16.95,28.52499999999999
136,22.03,16.475,28.0
137,21.82,16.475,29.52499999999999
138,21.71,17.0,28.52499999999999
139,20.45,15.475,27.049999999999983
140,20.09,15.475,27.0
141,19.97,15.0,26.52499999999999
142,16.75,12.0,23.0
143,15.53,11.0,21.52499999999999
144,16.4,12.0,22.52499999999999
145,16.37,12.0,22.52499999999999
146,15.17,11.0,20.52499999999999
147,15.05,11.0,20.52499999999999
148,15.98,12.0,21.0
149,15.83,12.0,21.0
150,14.73,11.0,20.0
151,13.46,10.0,18.52499999999999
152,13.26,9.475,18.52499999999999
153,12.07,8.475,17.52499999999999
154,11.89,8.0,17.0
155,11.81,8.0,17.0
156,11.71,8.0,16.52499999999999
157,11.7,8.0,16.52499999999999
158,11.56,8.0,16.0
159,10.45,7.0,15.524999999999991
160,9.39,6.0,14.0
161,9.14,6.0,13.524999999999991
162,8.99,6.0,14.0
163,8.86,6.0,14.049999999999983
164,8.69,6.0,13.049999999999983
165,7.5,5.0,11.0
166,7.37,5.0,11.0
167,7.32,5.0,11.0
168,6.26,4.0,10.0
169,6.17,4.0,10.0
170,5.98,4.0,9.0
171,5.94,4.0,9.0
172,5.86,4.0,9.0
173,5.82,4.0,9.0
174,5.72,4.0,9.0
175,5.68,4.0,9.0
176,5.63,4.0,9.0
177,5.62,4.0,9.0
178,5.51,4.0,8.524999999999991
179,5.48,4.0,8.524999999999991
180,5.46,4.0,8.0
181,5.41,4.0,8.0
182,5.35,4.0,8.0
183,5.32,4.0,8.0
184,5.26,4.0,8.0
185,5.17,4.0,7.5249999999999915
186,5.15,4.0,7.0
187,5.12,4.0,7.0
188,5.06,4.0,7.0
