,total_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,4.2553191489361e-05,0.0,0.0
57,4.3478260869565004e-05,0.0,0.0
58,0.0,0.0,0.0
59,0.0045097386970654515,0.0038449020652108925,0.006903982542280351
60,0.004512325875070515,0.003801613462872925,0.006900862068965479
61,0.004552116208582332,0.0038461538461538,0.006733870967741862
62,0.004932063992167998,0.0038610038610038,0.009076603447566516
63,0.005612937133393183,0.00378037449971404,0.015953737606450753
64,0.006140037549882175,0.0036545661184649823,0.014053244701855962
65,0.006337788148559781,0.003710243700950015,0.0178571428571428
66,0.007129484685104856,0.0038222173467894575,0.021808177294997858
67,0.008299154149736799,0.0039840637450199,0.024281805745553962
68,0.009316507513297968,0.003913526348039177,0.02698484848484841
69,0.011137692570018995,0.003975763612217751,0.03528982865475747
70,0.013675001627853733,0.00392890226956918,0.04483139912351885
71,0.016374256941061142,0.003942514243018547,0.04816548582995947
72,0.020227451383256385,0.004114449261617627,0.053056900219426745
73,0.023786147259630512,0.004146782668619132,0.06701097301533974
74,0.027532350404540707,0.00422790173782448,0.07297837459475387
75,0.03372094952350249,0.004281456346294898,0.0824467512908777
76,0.03744807714534369,0.004375909752547287,0.08631384688653396
77,0.0612900916859104,0.026897751005402402,0.11469728783901989
78,0.07036756523750963,0.033452430993414536,0.12203379268596648
79,0.09307229634635895,0.0510059388762845,0.14166739066219525
80,0.11134384303758652,0.07045031055900616,0.17442976649012995
81,0.120382199857533,0.07253035129021829,0.18884201516263144
82,0.14189635220220453,0.09713573891666248,0.21173744523087287
83,0.16812095868901647,0.11818421052631577,0.23155960589711766
84,0.17950400417455747,0.1301479812956204,0.2472296015180264
85,0.1996366564310655,0.14651881720430104,0.26214685314685304
86,0.22543275962922338,0.17321052362772757,0.29528627098321336
87,0.25335477345011065,0.20485819263191524,0.31672503081152825
88,0.2611239213989236,0.21581822182528895,0.3235578304597701
89,0.2917806366707751,0.2430725473388919,0.3618249008394059
90,0.2934593419403956,0.24419996949359365,0.3660500900311016
91,0.2995306834349062,0.24511471518987335,0.37570532915360483
92,0.3180155572130003,0.26344368811881186,0.3940860185986158
93,0.32328291591664915,0.2725190631808279,0.39950681214000877
94,0.34266003445218446,0.29016319942611185,0.42223402103559865
95,0.3422068130762775,0.2810470779220779,0.4101687880464858
96,0.3305708358192851,0.2703748391248391,0.3984813137813734
97,0.3252355977254124,0.2576259659074465,0.39346514525542653
98,0.31263228702698426,0.2428797046593453,0.37762840607668174
99,0.3205857076658393,0.2621924070423492,0.3888990978950884
100,0.3169445224585747,0.26274422012373816,0.380928316192134
101,0.30740622171457993,0.2580489847184425,0.3741397849462364
102,0.30240672645260164,0.24376522070015216,0.37003547489318334
103,0.2976025503601835,0.24519648247039696,0.36716266336983394
104,0.3020623638394839,0.250883107136156,0.36661016356773374
105,0.2880155225507908,0.23523459581684564,0.34987282564724914
106,0.2859497051556305,0.2321432894621005,0.34556583675947944
107,0.275131405458954,0.22073532286440345,0.3387066483034931
108,0.2631494944786868,0.20622097177563414,0.3224285714285714
109,0.25164635870813284,0.1955357142857142,0.3100287551790241
110,0.23442867590534028,0.17691097122302152,0.2994797176283293
111,0.2346877382174131,0.17793308572336536,0.3010237418831168
112,0.215385478513025,0.16045924931476194,0.2857760190734792
113,0.2017235439750415,0.1544619699620001,0.2581702789161966
114,0.1930209628621596,0.14039939587179057,0.25336538461538455
115,0.18196619987159618,0.13297619047619047,0.24188142818036049
116,0.17034662039322834,0.12496220623940622,0.23059346658448523
117,0.16230311018833518,0.1172974472807991,0.22175607913174877
118,0.1586653920890541,0.11792658127394692,0.22648510820972845
119,0.15282194830204338,0.10958333333333328,0.2150938477580811
120,0.13520033000724896,0.09203134630624281,0.19724557763703843
121,0.13231789975654537,0.08922494172494172,0.1905813755532855
122,0.11954012238121349,0.081547619047619,0.1774853551118142
123,0.10949315241692742,0.07058943563432836,0.17037469599747174
124,0.1001229558269098,0.05870121474937374,0.1599828975372453
125,0.09286031718992468,0.059807703057744965,0.14991768454593732
126,0.09081813043955465,0.05867140396210159,0.13358124121586237
127,0.08140437091982623,0.0505522727272727,0.12267526523819428
128,0.07803993481271979,0.047365369100443686,0.11674827188940087
129,0.07463727487878845,0.0465116279069767,0.11801282051282039
