,total_screened,positive_detected,positivity_rate
0,11477.0,284.0,2.4745142458830705
1,11476.0,280.0,2.4398745207389334
2,11477.0,273.0,2.3786703842467545
3,11468.0,277.0,2.415416811998605
4,11471.0,279.0,2.432220381832447
5,11463.0,257.0,2.241995987088895
6,11464.0,264.0,2.3028611304954643
7,11490.0,306.0,2.6631853785900783
8,11485.0,277.0,2.411841532433609
9,11460.0,272.0,2.3734729493891797
10,11492.0,313.0,2.7236338322311173
11,11470.0,261.0,2.2755013077593724
12,11488.0,293.0,2.5504874651810585
13,11463.0,245.0,2.137311349559452
14,11484.0,303.0,2.638453500522466
15,11461.0,265.0,2.3121891632492804
16,11477.0,287.0,2.500653480874793
17,11474.0,273.0,2.379292313055604
18,11476.0,278.0,2.422446845590798
19,11458.0,255.0,2.2255192878338277
20,11496.0,321.0,2.7922755741127347
21,11458.0,252.0,2.1993367079769595
22,11477.0,276.0,2.404809619238477
23,11473.0,267.0,2.327202998343938
24,11456.0,249.0,2.1735335195530725
25,11486.0,291.0,2.5335190666898835
26,11479.0,276.0,2.4043906263611814
27,11485.0,295.0,2.568567696996082
28,11464.0,264.0,2.3028611304954643
29,11498.0,287.0,2.496086275874065
30,11421.0,209.0,1.8299623500569127
31,11472.0,287.0,2.5017433751743376
32,11482.0,268.0,2.33408813795506
33,11468.0,259.0,2.2584583188001397
34,11452.0,253.0,2.209221096751659
35,11448.0,242.0,2.113906359189378
36,11498.0,299.0,2.6004522525656637
37,11500.0,340.0,2.9565217391304346
38,11484.0,289.0,2.516544757924068
39,11479.0,286.0,2.491506228765572
40,11472.0,283.0,2.4668758716875874
41,11443.0,221.0,1.9313117189548195
42,11466.0,246.0,2.1454735740450026
43,11489.0,294.0,2.5589694490382104
44,11481.0,287.0,2.4997822489330197
45,11470.0,262.0,2.2842197035745424
46,11512.0,336.0,2.918693537178596
47,11480.0,268.0,2.3344947735191637
48,11488.0,285.0,2.480849582172702
49,11506.0,329.0,2.8593777159742744
50,11471.0,264.0,2.3014558451747886
51,11492.0,314.0,2.732335537765402
52,11491.0,285.0,2.4802018971368898
53,11480.0,293.0,2.552264808362369
54,11495.0,297.0,2.583732057416268
55,11466.0,267.0,2.3286237571951856
56,11435.0,202.0,1.7665063401836467
57,11466.0,260.0,2.2675736961451247
58,11489.0,293.0,2.5502654713203934
59,11494.0,314.0,2.73186010092222
60,11497.0,293.0,2.5484909106723492
61,11465.0,247.0,2.154382904491932
62,11433.0,224.0,1.9592407941922505
63,11513.0,336.0,2.9184400243203337
64,11460.0,253.0,2.2076788830715532
65,11456.0,265.0,2.313198324022346
66,11467.0,280.0,2.44178948286387
67,11509.0,335.0,2.910765487879051
68,11461.0,268.0,2.3383648896256872
69,11476.0,298.0,2.5967235970721507
70,11505.0,316.0,2.746631899174272
71,11437.0,209.0,1.8274022908105272
72,11466.0,267.0,2.3286237571951856
73,11433.0,216.0,1.8892679086853845
74,11487.0,308.0,2.681291895185862
75,11483.0,298.0,2.5951406426891928
76,11484.0,286.0,2.4904214559386975
77,11487.0,296.0,2.576825977191608
78,11492.0,304.0,2.645318482422555
79,11412.0,194.0,1.6999649491763056
80,11460.0,263.0,2.2949389179755673
81,11454.0,256.0,2.2350270647808625
82,11503.0,313.0,2.721029296705207
83,11489.0,292.0,2.5415614936025763
84,11467.0,287.0,2.502834219935467
85,11478.0,290.0,2.5265725736190974
86,11477.0,293.0,2.5529319508582384
87,11468.0,279.0,2.432856644576212
88,11465.0,268.0,2.3375490623637156
89,11478.0,281.0,2.448161700644712
90,11477.0,273.0,2.3786703842467545
91,11467.0,274.0,2.3894654225167873
92,11490.0,290.0,2.5239338555265447
93,11451.0,255.0,2.226879748493581
94,11486.0,291.0,2.5335190666898835
95,11469.0,270.0,2.3541721161391576
96,11455.0,253.0,2.208642514185945
97,11463.0,251.0,2.1896536683241736
98,11459.0,257.0,2.242778601972249
99,11424.0,195.0,1.7069327731092436
