,peak transmission
0,11.0
1,12.0
2,12.0
3,19.0
4,11.0
5,12.0
6,20.0
7,15.0
8,11.0
9,12.0
10,17.0
11,11.0
12,10.0
13,14.0
14,16.0
15,11.0
16,11.0
17,14.0
18,17.0
19,13.0
20,17.0
21,12.0
22,11.0
23,14.0
24,12.0
25,16.0
26,14.0
27,15.0
28,9.0
29,17.0
30,11.0
31,10.0
32,11.0
33,19.0
34,10.0
35,9.0
36,14.0
37,12.0
38,15.0
39,10.0
40,15.0
41,13.0
42,19.0
43,14.0
44,12.0
45,10.0
46,16.0
47,14.0
48,17.0
49,14.0
50,13.0
51,15.0
52,15.0
53,13.0
54,13.0
55,12.0
56,9.0
57,10.0
58,15.0
59,15.0
60,21.0
61,11.0
62,11.0
63,21.0
64,10.0
65,12.0
66,14.0
67,21.0
68,14.0
69,14.0
70,19.0
71,7.0
72,11.0
73,8.0
74,14.0
75,10.0
76,13.0
77,12.0
78,11.0
79,7.0
80,17.0
81,13.0
82,14.0
83,15.0
84,11.0
85,15.0
86,12.0
87,14.0
88,14.0
89,14.0
90,13.0
91,15.0
92,11.0
93,11.0
94,14.0
95,18.0
96,13.0
97,14.0
98,15.0
99,9.0
