,day,total_screened,positive_detected,prevalence,positivity_rate
0,63.0,870.0,1.0,0.0037735849056603,0.11494252873563218
1,70.0,871.0,2.0,0.0038610038610038,0.2296211251435132
2,77.0,872.0,8.0,0.0452674897119341,0.9174311926605505
3,84.0,875.0,29.0,0.1934156378600823,3.314285714285714
4,91.0,897.0,61.0,0.3217993079584775,6.800445930880714
5,98.0,910.0,72.0,0.2785234899328859,7.9120879120879115
6,105.0,909.0,38.0,0.2333333333333333,4.180418041804181
7,112.0,883.0,18.0,0.1563421828908554,2.0385050962627407
8,119.0,880.0,12.0,0.1349480968858131,1.3636363636363635
9,126.0,876.0,16.0,0.0902255639097744,1.82648401826484
10,133.0,880.0,12.0,0.057347670250896,1.3636363636363635
11,140.0,875.0,4.0,0.054054054054054,0.4571428571428572
12,147.0,872.0,7.0,0.0421940928270042,0.8027522935779817
13,154.0,877.0,5.0,0.020242914979757,0.5701254275940707
14,161.0,872.0,3.0,0.0131578947368421,0.34403669724770647
15,168.0,871.0,2.0,0.0,0.2296211251435132
16,175.0,871.0,1.0,0.0,0.1148105625717566
17,182.0,870.0,0.0,0.0,0.0
18,189.0,870.0,0.0,0.0,0.0
19,196.0,870.0,1.0,0.0,0.11494252873563218
20,203.0,871.0,0.0,0.0,0.0
21,210.0,870.0,0.0,0.0041322314049586,0.0
22,217.0,870.0,1.0,0.0045662100456621,0.11494252873563218
23,224.0,871.0,4.0,0.0235294117647058,0.4592422502870264
24,231.0,873.0,7.0,0.0,0.8018327605956471
25,238.0,874.0,5.0,0.0,0.5720823798627002
26,63.0,870.0,1.0,0.0039840637450199,0.11494252873563218
27,70.0,871.0,5.0,0.0445544554455445,0.5740528128587831
28,77.0,875.0,13.0,0.0580912863070539,1.4857142857142858
29,84.0,880.0,28.0,0.1992619926199262,3.1818181818181817
30,91.0,893.0,63.0,0.2983606557377049,7.054871220604703
31,98.0,921.0,58.0,0.3116438356164384,6.297502714440825
32,105.0,899.0,39.0,0.2633333333333333,4.338153503893214
33,112.0,884.0,20.0,0.2076923076923077,2.262443438914027
34,119.0,875.0,12.0,0.137546468401487,1.3714285714285714
35,126.0,877.0,12.0,0.097165991902834,1.3683010262257698
36,133.0,879.0,8.0,0.0471698113207547,0.9101251422070534
37,140.0,873.0,4.0,0.0503875968992248,0.45819014891179843
38,147.0,872.0,9.0,0.055350553505535,1.0321100917431194
39,154.0,877.0,9.0,0.0557620817843866,1.0262257696693273
40,161.0,877.0,3.0,0.0365296803652968,0.34207525655644244
41,168.0,870.0,0.0,0.0109090909090909,0.0
42,175.0,870.0,0.0,0.0040485829959514,0.0
43,182.0,870.0,1.0,0.0,0.11494252873563218
44,189.0,870.0,0.0,0.0,0.0
45,196.0,870.0,0.0,0.0,0.0
46,203.0,870.0,0.0,0.0,0.0
47,210.0,870.0,0.0,0.0042194092827004,0.0
48,217.0,870.0,1.0,0.0043103448275862,0.11494252873563218
49,224.0,871.0,1.0,0.0044843049327354,0.1148105625717566
50,231.0,871.0,0.0,0.0,0.0
51,238.0,870.0,1.0,0.0085836909871244,0.11494252873563218
52,63.0,870.0,0.0,0.0081632653061224,0.0
53,70.0,870.0,2.0,0.0300751879699248,0.22988505747126436
54,77.0,872.0,11.0,0.0853080568720379,1.261467889908257
55,84.0,876.0,33.0,0.1762295081967213,3.767123287671233
56,91.0,897.0,58.0,0.3081761006289308,6.465997770345597
57,98.0,903.0,60.0,0.3333333333333333,6.64451827242525
58,105.0,910.0,42.0,0.2768729641693811,4.615384615384616
59,112.0,889.0,19.0,0.159322033898305,2.1372328458942635
60,119.0,879.0,16.0,0.1342756183745583,1.8202502844141069
61,126.0,883.0,13.0,0.0791666666666666,1.4722536806342015
62,133.0,878.0,4.0,0.0367647058823529,0.45558086560364464
63,140.0,871.0,3.0,0.0659340659340659,0.3444316877152698
64,147.0,873.0,6.0,0.0573770491803278,0.6872852233676976
65,154.0,876.0,6.0,0.0379746835443038,0.684931506849315
66,161.0,872.0,1.0,0.017391304347826,0.11467889908256881
67,168.0,871.0,1.0,0.0087336244541484,0.1148105625717566
68,175.0,870.0,0.0,0.0,0.0
69,182.0,870.0,0.0,0.0,0.0
70,189.0,870.0,1.0,0.0,0.11494252873563218
71,196.0,871.0,0.0,0.0,0.0
72,203.0,870.0,0.0,0.0,0.0
73,210.0,870.0,0.0,0.0043103448275862,0.0
74,217.0,870.0,0.0,0.004,0.0
75,224.0,870.0,1.0,0.0038610038610038,0.11494252873563218
76,231.0,871.0,2.0,0.0,0.2296211251435132
77,238.0,872.0,1.0,0.0,0.11467889908256881
78,63.0,870.0,0.0,0.0043478260869565,0.0
79,70.0,870.0,1.0,0.0104166666666666,0.11494252873563218
80,77.0,871.0,10.0,0.0450819672131147,1.1481056257175661
81,84.0,879.0,15.0,0.1413427561837456,1.7064846416382253
82,91.0,883.0,43.0,0.2524271844660194,4.8697621744054365
83,98.0,897.0,55.0,0.3047619047619048,6.131549609810479
84,105.0,902.0,55.0,0.3222222222222222,6.097560975609756
85,112.0,901.0,54.0,0.2160278745644599,5.993340732519423
86,119.0,899.0,23.0,0.149090909090909,2.5583982202447166
87,126.0,879.0,5.0,0.0836501901140684,0.5688282138794084
88,133.0,872.0,4.0,0.0491803278688524,0.45871559633027525
89,140.0,871.0,5.0,0.0346153846153846,0.5740528128587831
90,147.0,874.0,3.0,0.025531914893617,0.34324942791762014
91,154.0,870.0,4.0,0.0262008733624454,0.45977011494252873
92,161.0,874.0,4.0,0.0276497695852534,0.4576659038901602
93,168.0,872.0,4.0,0.00836820083682,0.45871559633027525
94,175.0,871.0,2.0,0.027027027027027,0.2296211251435132
95,182.0,871.0,2.0,0.0077220077220077,0.2296211251435132
96,189.0,871.0,3.0,0.0170212765957446,0.3444316877152698
97,196.0,873.0,4.0,0.0083333333333333,0.45819014891179843
98,203.0,871.0,1.0,0.0039215686274509,0.1148105625717566
99,210.0,870.0,0.0,0.0074626865671641,0.0
100,217.0,870.0,2.0,0.0077821011673151,0.22988505747126436
101,224.0,870.0,0.0,0.0042918454935622,0.0
102,231.0,870.0,0.0,0.0,0.0
103,238.0,870.0,3.0,0.0045662100456621,0.3448275862068966
104,63.0,870.0,0.0,0.0048309178743961,0.0
105,70.0,870.0,0.0,0.0041666666666666,0.0
106,77.0,870.0,11.0,0.0474308300395256,1.264367816091954
107,84.0,878.0,27.0,0.1501706484641638,3.0751708428246016
108,91.0,890.0,48.0,0.3273381294964029,5.393258426966292
109,98.0,906.0,67.0,0.3366666666666666,7.39514348785872
110,105.0,908.0,48.0,0.2698961937716263,5.286343612334802
111,112.0,895.0,23.0,0.2140468227424749,2.569832402234637
112,119.0,879.0,19.0,0.1660079051383399,2.1615472127417523
113,126.0,881.0,14.0,0.083941605839416,1.5891032917139614
114,133.0,874.0,12.0,0.0652173913043478,1.3729977116704806
115,140.0,877.0,3.0,0.0617283950617283,0.34207525655644244
116,147.0,871.0,2.0,0.0318725099601593,0.2296211251435132
117,154.0,872.0,5.0,0.0261194029850746,0.573394495412844
118,161.0,874.0,5.0,0.0635593220338983,0.5720823798627002
119,168.0,874.0,3.0,0.043103448275862,0.34324942791762014
120,175.0,873.0,2.0,0.0273972602739726,0.22909507445589922
121,182.0,871.0,4.0,0.00836820083682,0.4592422502870264
122,189.0,872.0,3.0,0.0084745762711864,0.34403669724770647
123,196.0,871.0,1.0,0.0,0.1148105625717566
124,203.0,871.0,0.0,0.013215859030837,0.0
125,210.0,870.0,2.0,0.0223214285714285,0.22988505747126436
126,217.0,872.0,0.0,0.0088105726872246,0.0
127,224.0,870.0,3.0,0.0119521912350597,0.3448275862068966
128,231.0,873.0,2.0,0.0039215686274509,0.22909507445589922
129,238.0,870.0,2.0,0.0,0.22988505747126436
130,63.0,870.0,0.0,0.0040160642570281,0.0
131,70.0,870.0,3.0,0.0085106382978723,0.3448275862068966
132,77.0,873.0,15.0,0.0666666666666666,1.718213058419244
133,84.0,884.0,23.0,0.1705426356589147,2.6018099547511313
134,91.0,885.0,36.0,0.2866894197952218,4.067796610169491
135,98.0,893.0,54.0,0.2791519434628975,6.047032474804031
136,105.0,910.0,44.0,0.2361963190184049,4.835164835164836
137,112.0,890.0,23.0,0.1875,2.584269662921348
138,119.0,883.0,22.0,0.131578947368421,2.491506228765572
139,126.0,878.0,14.0,0.07380073800738,1.5945330296127564
140,133.0,878.0,6.0,0.053231939163498,0.683371298405467
141,140.0,873.0,5.0,0.0465116279069767,0.572737686139748
142,147.0,873.0,6.0,0.0321285140562249,0.6872852233676976
143,154.0,873.0,6.0,0.0284552845528455,0.6872852233676976
144,161.0,874.0,1.0,0.012,0.11441647597254005
145,168.0,870.0,0.0,0.004524886877828,0.0
146,175.0,870.0,0.0,0.0042016806722689,0.0
147,182.0,870.0,0.0,0.0,0.0
148,189.0,870.0,0.0,0.0,0.0
149,196.0,870.0,0.0,0.0,0.0
150,203.0,870.0,0.0,0.0,0.0
151,210.0,870.0,0.0,0.0041493775933609,0.0
152,217.0,870.0,0.0,0.008,0.0
153,224.0,870.0,2.0,0.0144927536231884,0.22988505747126436
154,231.0,872.0,3.0,0.0117647058823529,0.34403669724770647
155,238.0,872.0,4.0,0.0157480314960629,0.45871559633027525
156,63.0,870.0,0.0,0.0037878787878787,0.0
157,70.0,870.0,3.0,0.0073260073260073,0.3448275862068966
158,77.0,873.0,9.0,0.0735930735930736,1.0309278350515463
159,84.0,878.0,24.0,0.1729323308270676,2.733485193621868
160,91.0,887.0,47.0,0.320754716981132,5.2987598647125145
161,98.0,905.0,57.0,0.3345323741007194,6.2983425414364635
162,105.0,902.0,41.0,0.3089700996677741,4.545454545454546
163,112.0,892.0,35.0,0.2600732600732601,3.923766816143498
164,119.0,887.0,26.0,0.1433566433566433,2.931228861330327
165,126.0,884.0,10.0,0.0749063670411985,1.1312217194570136
166,133.0,874.0,2.0,0.0528455284552845,0.2288329519450801
167,140.0,870.0,1.0,0.0543933054393305,0.11494252873563218
168,147.0,870.0,4.0,0.040983606557377,0.45977011494252873
169,154.0,872.0,5.0,0.0303030303030303,0.573394495412844
170,161.0,875.0,1.0,0.0082304526748971,0.1142857142857143
171,168.0,871.0,1.0,0.0040322580645161,0.1148105625717566
172,175.0,870.0,0.0,0.0,0.0
173,182.0,870.0,1.0,0.0,0.11494252873563218
174,189.0,871.0,1.0,0.0,0.1148105625717566
175,196.0,870.0,1.0,0.0,0.11494252873563218
176,203.0,871.0,2.0,0.0231481481481481,0.2296211251435132
177,210.0,872.0,2.0,0.0233463035019455,0.22935779816513763
178,217.0,872.0,8.0,0.0425531914893617,0.9174311926605505
179,224.0,875.0,9.0,0.0371900826446281,1.0285714285714285
180,231.0,874.0,5.0,0.0161290322580645,0.5720823798627002
181,238.0,872.0,2.0,0.0075471698113207,0.22935779816513763
182,63.0,870.0,0.0,0.0046296296296296,0.0
183,70.0,870.0,2.0,0.0044444444444444,0.22988505747126436
184,77.0,871.0,9.0,0.0452674897119341,1.0332950631458095
185,84.0,877.0,29.0,0.2101167315175097,3.30672748004561
186,91.0,892.0,68.0,0.3064516129032258,7.623318385650224
187,98.0,918.0,82.0,0.3365695792880259,8.932461873638346
188,105.0,916.0,52.0,0.3248407643312102,5.676855895196507
189,112.0,896.0,35.0,0.2508710801393728,3.90625
190,119.0,885.0,16.0,0.1581027667984189,1.807909604519774
191,126.0,880.0,9.0,0.0711462450592885,1.0227272727272727
192,133.0,872.0,2.0,0.0445344129554655,0.22935779816513763
193,140.0,872.0,1.0,0.0292887029288702,0.11467889908256881
194,147.0,871.0,1.0,0.0154440154440154,0.1148105625717566
195,154.0,870.0,0.0,0.0075187969924812,0.0
196,161.0,870.0,0.0,0.0043668122270742,0.0
197,168.0,870.0,0.0,0.0,0.0
198,175.0,870.0,0.0,0.0,0.0
199,182.0,870.0,0.0,0.0,0.0
200,189.0,870.0,0.0,0.0,0.0
201,196.0,870.0,0.0,0.0,0.0
202,203.0,870.0,0.0,0.0,0.0
203,210.0,870.0,1.0,0.0037735849056603,0.11494252873563218
204,217.0,871.0,1.0,0.0039525691699604,0.1148105625717566
205,224.0,870.0,0.0,0.0043668122270742,0.0
