,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,2.0
66,2.0
67,2.0
68,3.0
69,3.0
70,3.0
71,8.0
72,6.0
73,6.0
74,13.0
75,12.0
76,12.0
77,22.0
78,17.0
79,17.0
80,27.0
81,20.0
82,21.0
83,30.0
84,20.0
85,20.0
86,50.0
87,40.0
88,40.0
89,54.0
90,45.0
91,45.0
92,61.0
93,31.0
94,31.0
95,41.0
96,26.0
97,26.0
98,33.0
99,17.0
100,17.0
101,27.0
102,17.0
103,17.0
104,30.0
105,23.0
106,23.0
107,27.0
108,17.0
109,17.0
110,27.0
111,14.0
112,14.0
113,23.0
114,19.0
115,19.0
116,24.0
117,14.0
118,14.0
119,17.0
120,8.0
121,8.0
122,10.0
123,5.0
124,5.0
125,8.0
126,5.0
127,5.0
128,6.0
129,4.0
130,4.0
131,5.0
132,2.0
133,2.0
134,2.0
135,1.0
136,1.0
137,1.0
138,0.0
139,0.0
140,1.0
141,1.0
142,1.0
143,1.0
144,1.0
145,1.0
146,2.0
147,1.0
148,1.0
149,2.0
150,2.0
151,2.0
152,4.0
153,3.0
154,3.0
155,4.0
156,3.0
157,3.0
158,5.0
159,3.0
160,3.0
161,4.0
162,3.0
163,3.0
164,3.0
165,1.0
166,1.0
167,1.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,1.0
180,1.0
181,1.0
182,2.0
183,2.0
184,2.0
185,2.0
186,1.0
187,1.0
188,2.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,2.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,2.0
207,2.0
208,2.0
209,3.0
210,3.0
211,3.0
212,3.0
213,1.0
214,1.0
215,1.0
216,0.0
217,0.0
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,1.0
224,1.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
