,peak transmission
0,5.0
1,8.0
2,9.0
3,6.0
4,5.0
5,8.0
6,8.0
7,5.0
8,6.0
9,7.0
10,7.0
11,8.0
12,7.0
13,9.0
14,5.0
15,4.0
16,4.0
17,7.0
18,7.0
19,7.0
20,8.0
21,6.0
22,8.0
23,8.0
24,8.0
25,6.0
26,8.0
27,10.0
28,7.0
29,9.0
30,8.0
31,7.0
32,4.0
33,6.0
34,9.0
35,6.0
36,5.0
37,6.0
38,5.0
39,6.0
40,5.0
41,5.0
42,10.0
43,7.0
44,5.0
45,6.0
46,7.0
47,9.0
48,8.0
49,7.0
50,9.0
51,10.0
52,9.0
53,7.0
54,5.0
55,5.0
56,6.0
57,6.0
58,4.0
59,8.0
60,5.0
61,7.0
62,4.0
63,7.0
64,6.0
65,7.0
66,7.0
67,7.0
68,10.0
69,8.0
70,8.0
71,6.0
72,8.0
73,7.0
74,6.0
75,6.0
76,8.0
77,8.0
78,5.0
79,4.0
80,9.0
81,7.0
82,7.0
83,7.0
84,6.0
85,9.0
86,9.0
87,5.0
88,8.0
89,9.0
90,6.0
91,5.0
92,4.0
93,7.0
94,7.0
95,6.0
96,11.0
97,10.0
98,8.0
99,8.0
