,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,3.0
75,8.0
76,8.0
77,11.0
78,18.0
79,19.0
80,22.0
81,24.0
82,27.0
83,29.0
84,31.0
85,30.0
86,29.0
87,30.0
88,26.0
89,21.0
90,18.0
91,20.0
92,23.0
93,24.0
94,21.0
95,21.0
96,22.0
97,25.0
98,25.0
99,25.0
100,25.0
101,25.0
102,24.0
103,23.0
104,21.0
105,16.0
106,15.0
107,12.0
108,11.0
109,8.0
110,6.0
111,6.0
112,9.0
113,9.0
114,8.0
115,9.0
116,10.0
117,11.0
118,12.0
119,13.0
120,13.0
121,13.0
122,14.0
123,15.0
124,15.0
125,12.0
126,15.0
127,16.0
128,19.0
129,20.0
130,20.0
131,23.0
132,22.0
133,22.0
134,22.0
135,20.0
136,21.0
137,22.0
138,20.0
139,16.0
140,14.0
141,14.0
142,17.0
143,15.0
144,12.0
145,11.0
146,12.0
147,10.0
148,11.0
149,11.0
150,9.0
151,8.0
152,9.0
153,9.0
154,10.0
155,11.0
156,10.0
157,10.0
158,10.0
159,9.0
160,8.0
161,7.0
162,8.0
163,8.0
164,8.0
165,7.0
166,6.0
167,4.0
168,4.0
169,4.0
170,2.0
171,2.0
172,2.0
173,2.0
174,2.0
175,2.0
176,2.0
177,2.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,2.0
217,2.0
218,2.0
219,4.0
220,4.0
221,6.0
222,6.0
223,7.0
224,8.0
225,9.0
226,10.0
227,11.0
228,10.0
229,10.0
230,10.0
231,12.0
232,12.0
233,11.0
234,10.0
235,10.0
236,10.0
237,10.0
238,8.0
