,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.30120481927710846,0.25925925925925924,0.8268156424581006,0.3150684931506849,75.0,7.0,276,148.0,23.0,252,253.0
1,0.24912280701754386,0.25,0.845771144278607,0.4418604651162791,71.0,5.0,305,170.0,38.0,287,284.0
2,0.33212996389891697,0.29411764705882354,0.8153846153846154,0.3958333333333333,92.0,5.0,294,159.0,38.0,291,294.0
3,0.24904214559386972,0.65,0.8011363636363636,0.44155844155844154,65.0,13.0,281,141.0,34.0,253,253.0
4,0.3107569721115538,0.34782608695652173,0.8243243243243243,0.39759036144578314,78.0,8.0,274,122.0,33.0,231,241.0
5,0.1981981981981982,0.2857142857142857,0.6802721088435374,0.38571428571428573,44.0,4.0,236,100.0,27.0,217,175.0
6,0.31683168316831684,0.175,0.9856459330143541,0.4166666666666667,96.0,7.0,343,206.0,35.0,293,344.0
7,0.34074074074074073,0.21428571428571427,0.8135593220338984,0.5106382978723404,92.0,6.0,298,144.0,48.0,271,290.0
8,0.2607003891050584,0.14285714285714285,0.7783783783783784,0.375,67.0,2.0,271,144.0,27.0,257,240.0
9,0.2793522267206478,0.3548387096774194,0.7894736842105263,0.37209302325581395,69.0,11.0,278,135.0,32.0,257,247.0
10,0.28205128205128205,0.25,0.8895027624309392,0.3764705882352941,77.0,6.0,297,161.0,32.0,266,276.0
11,0.24096385542168675,0.21052631578947367,0.6775956284153005,0.48484848484848486,60.0,4.0,268,124.0,32.0,249,220.0
12,0.27906976744186046,0.2,0.8012422360248447,0.5757575757575758,72.0,5.0,283,129.0,38.0,227,244.0
13,0.19827586206896552,0.2857142857142857,0.7317073170731707,0.3561643835616438,46.0,6.0,253,120.0,26.0,237,198.0
14,0.2674897119341564,0.36363636363636365,0.7581699346405228,0.5125,65.0,8.0,265,116.0,41.0,233,230.0
15,0.2691029900332226,0.2692307692307692,0.8310502283105022,0.43956043956043955,81.0,7.0,327,182.0,40.0,310,310.0
16,0.2851851851851852,0.19444444444444445,0.8817204301075269,0.3644859813084112,77.0,7.0,306,164.0,39.0,293,287.0
17,0.32646048109965636,0.6666666666666666,0.9073170731707317,0.29347826086956524,95.0,14.0,312,186.0,27.0,297,322.0
18,0.25203252032520324,0.18181818181818182,0.7894736842105263,0.30985915492957744,62.0,4.0,268,135.0,22.0,242,223.0
19,0.3142857142857143,0.3181818181818182,0.6436781609195402,0.5102040816326531,77.0,7.0,267,112.0,50.0,272,246.0
20,0.27413127413127414,0.30303030303030304,0.765625,0.4936708860759494,71.0,10.0,292,147.0,39.0,271,267.0
21,0.20689655172413793,0.3125,0.6756756756756757,0.3684210526315789,48.0,5.0,248,100.0,21.0,205,174.0
22,0.27235772357723576,0.14285714285714285,0.7386363636363636,0.4166666666666667,67.0,3.0,267,130.0,25.0,236,225.0
23,0.2314410480349345,0.2,0.6705882352941176,0.39285714285714285,53.0,3.0,244,114.0,22.0,226,192.0
24,0.2697095435684647,0.2,0.68,0.36363636363636365,65.0,3.0,256,119.0,28.0,252,215.0
25,0.2764227642276423,0.47368421052631576,0.7616279069767442,0.20512820512820512,68.0,9.0,265,131.0,16.0,250,224.0
26,0.2616033755274262,0.3333333333333333,0.7583892617449665,0.21686746987951808,62.0,5.0,252,113.0,18.0,232,198.0
27,0.2591093117408907,0.5416666666666666,0.8205128205128205,0.32558139534883723,64.0,13.0,271,128.0,28.0,242,233.0
28,0.23715415019762845,0.14814814814814814,0.7425149700598802,0.3902439024390244,60.0,4.0,280,124.0,32.0,249,220.0
29,0.23106060606060605,0.4,0.8579234972677595,0.3875,61.0,10.0,289,157.0,31.0,263,259.0
30,0.3138075313807531,0.3157894736842105,0.6612903225806451,0.3055555555555556,75.0,6.0,258,123.0,22.0,258,226.0
31,0.2901960784313726,0.44,0.7873563218390804,0.4491525423728814,74.0,11.0,280,137.0,53.0,292,275.0
32,0.20901639344262296,0.24,0.8193548387096774,0.4126984126984127,51.0,6.0,269,127.0,26.0,218,210.0
33,0.24774774774774774,0.4,0.6,0.3191489361702128,55.0,4.0,232,87.0,15.0,192,161.0
34,0.2936802973977695,0.3333333333333333,0.8982035928143712,0.2875,79.0,6.0,287,150.0,23.0,247,258.0
35,0.2572614107883817,0.5,0.6686746987951807,0.32926829268292684,62.0,7.0,255,111.0,27.0,248,207.0
36,0.32936507936507936,0.30434782608695654,0.7597765363128491,0.3253012048192771,83.0,7.0,275,136.0,27.0,262,253.0
37,0.25842696629213485,0.375,0.9042553191489362,0.4027777777777778,69.0,12.0,299,170.0,29.0,260,280.0
38,0.26337448559670784,0.35294117647058826,0.6534090909090909,0.4444444444444444,64.0,6.0,260,115.0,32.0,248,217.0
39,0.2889733840304182,0.045454545454545456,0.8409090909090909,0.3488372093023256,76.0,1.0,285,148.0,30.0,262,255.0
40,0.26848249027237353,0.2777777777777778,0.75,0.47959183673469385,69.0,5.0,275,120.0,47.0,258,241.0
41,0.24669603524229075,0.391304347826087,0.6981132075471698,0.3125,56.0,9.0,250,111.0,20.0,223,196.0
42,0.2883895131086142,0.36363636363636365,0.8830409356725146,0.4105263157894737,77.0,8.0,289,151.0,39.0,266,275.0
43,0.22857142857142856,0.3125,0.8187919463087249,0.2236842105263158,56.0,5.0,261,122.0,17.0,225,200.0
44,0.26229508196721313,0.3181818181818182,0.8467153284671532,0.3950617283950617,64.0,7.0,266,116.0,32.0,218,219.0
45,0.30038022813688214,0.4117647058823529,0.8362573099415205,0.34523809523809523,79.0,7.0,280,143.0,29.0,255,258.0
46,0.2794759825327511,0.15384615384615385,0.6347305389221557,0.3246753246753247,64.0,2.0,242,106.0,25.0,244,197.0
47,0.23076923076923078,0.2222222222222222,0.8545454545454545,0.4125,57.0,6.0,274,141.0,33.0,245,237.0
48,0.2595419847328244,0.2727272727272727,0.8313953488372093,0.36486486486486486,68.0,6.0,284,143.0,27.0,246,244.0
49,0.26666666666666666,0.43333333333333335,0.7555555555555555,0.32857142857142857,64.0,13.0,270,136.0,23.0,250,236.0
50,0.29818181818181816,0.23529411764705882,0.8486486486486486,0.275,82.0,4.0,292,157.0,22.0,265,265.0
51,0.1875,0.38095238095238093,0.757396449704142,0.36923076923076925,45.0,8.0,261,128.0,24.0,234,205.0
52,0.25203252032520324,0.25,0.9103448275862069,0.3380281690140845,62.0,6.0,270,132.0,24.0,216,224.0
