,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,1.0
71,1.0
72,2.0
73,2.0
74,2.0
75,3.0
76,5.0
77,7.0
78,12.0
79,15.0
80,18.0
81,22.0
82,27.0
83,38.0
84,42.0
85,44.0
86,43.0
87,49.0
88,48.0
89,48.0
90,41.0
91,37.0
92,38.0
93,43.0
94,39.0
95,45.0
96,41.0
97,39.0
98,38.0
99,34.0
100,26.0
101,24.0
102,21.0
103,21.0
104,19.0
105,17.0
106,15.0
107,18.0
108,13.0
109,12.0
110,12.0
111,10.0
112,8.0
113,7.0
114,4.0
115,4.0
116,2.0
117,3.0
118,5.0
119,7.0
120,8.0
121,9.0
122,9.0
123,10.0
124,10.0
125,10.0
126,8.0
127,6.0
128,5.0
129,5.0
130,4.0
131,3.0
132,0.0
133,1.0
134,2.0
135,2.0
136,2.0
137,3.0
138,6.0
139,7.0
140,7.0
141,7.0
142,8.0
143,11.0
144,11.0
145,10.0
146,10.0
147,10.0
148,9.0
149,8.0
150,5.0
151,4.0
152,2.0
153,2.0
154,1.0
155,3.0
156,3.0
157,3.0
158,3.0
159,4.0
160,3.0
161,4.0
162,2.0
163,2.0
164,2.0
165,2.0
166,1.0
167,1.0
168,0.0
169,0.0
170,1.0
171,1.0
172,1.0
173,1.0
174,1.0
175,1.0
176,1.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,1.0
202,1.0
203,2.0
204,3.0
205,3.0
206,5.0
207,5.0
208,5.0
209,5.0
210,4.0
211,3.0
212,3.0
213,2.0
214,2.0
215,1.0
216,1.0
217,1.0
218,2.0
219,2.0
220,4.0
221,4.0
222,4.0
223,3.0
224,6.0
225,5.0
226,5.0
227,3.0
228,5.0
229,5.0
230,5.0
231,2.0
232,2.0
233,2.0
234,2.0
235,2.0
236,3.0
237,3.0
238,3.0
