,transmission_time,incubation_time,infection_time,disease_state
0,10154,584,9936,State.EXPOSED
1,10158,580,9936,State.EXPOSED
2,10313,1259,10224,State.EXPOSED
3,10456,295,10158,State.EXPOSED
4,10560,191,10158,State.EXPOSED
5,10610,665,10313,State.EXPOSED
6,10624,279,10456,State.EXPOSED
7,10690,585,10313,State.EXPOSED
8,10729,22,10158,State.EXPOSED
9,10818,,10368,State.ASYMPTOMATIC
10,10873,30,10456,State.EXPOSED
11,10888,15,10456,State.EXPOSED
12,10897,691,10818,State.EXPOSED
13,10969,521,10729,State.EXPOSED
14,11082,506,10818,State.EXPOSED
15,11232,139,10944,State.EXPOSED
16,11353,,10944,State.ASYMPTOMATIC
17,11368,522,11082,State.EXPOSED
18,11376,752,11232,State.EXPOSED
19,11401,727,11232,State.EXPOSED
20,11417,711,11232,State.EXPOSED
21,11464,0,10712,State.MILD
22,11474,416,11082,State.EXPOSED
23,11474,954,11353,State.EXPOSED
24,11498,378,11232,State.EXPOSED
25,11498,499,11232,State.EXPOSED
26,11499,498,11232,State.EXPOSED
27,11514,376,11082,State.EXPOSED
28,11522,906,11353,State.EXPOSED
29,11616,260,11232,State.EXPOSED
30,11617,380,11232,State.EXPOSED
31,11664,698,11417,State.EXPOSED
32,11666,696,11417,State.EXPOSED
33,11680,492,11520,State.EXPOSED
34,11689,490,11401,State.EXPOSED
35,11690,530,11474,State.EXPOSED
36,11729,699,11353,State.EXPOSED
37,11761,553,11514,State.EXPOSED
38,11768,536,11376,State.EXPOSED
39,11769,666,11499,State.EXPOSED
40,11788,432,11474,State.EXPOSED
41,11792,484,11474,State.EXPOSED
42,11793,635,11353,State.EXPOSED
43,11809,619,11353,State.EXPOSED
44,11809,363,11520,State.EXPOSED
45,11824,761,11368,State.EXPOSED
46,11842,593,11499,State.EXPOSED
47,11872,564,11664,State.EXPOSED
48,11898,537,11499,State.EXPOSED
49,11904,263,11498,State.EXPOSED
50,11906,261,11498,State.EXPOSED
51,11912,364,11474,State.EXPOSED
52,11912,576,11792,State.EXPOSED
53,11913,363,11474,State.EXPOSED
54,11970,238,11376,State.EXPOSED
55,11976,196,11520,State.EXPOSED
56,11976,328,11376,State.EXPOSED
57,11992,234,11680,State.EXPOSED
58,12018,417,11499,State.EXPOSED
59,12040,127,11498,State.EXPOSED
60,12064,394,11912,State.EXPOSED
61,12066,369,11499,State.EXPOSED
62,12072,0,11480,State.SEVERE
63,12104,63,11498,State.EXPOSED
64,12113,,11824,State.ASYMPTOMATIC
65,12137,948,11809,State.EXPOSED
66,12171,390,11809,State.EXPOSED
67,12184,668,11872,State.EXPOSED
68,12195,366,11809,State.EXPOSED
69,12216,902,11769,State.EXPOSED
70,12217,241,11912,State.EXPOSED
71,12218,369,12137,State.EXPOSED
72,12218,229,11913,State.EXPOSED
73,12225,842,11904,State.EXPOSED
74,12241,637,11992,State.EXPOSED
75,12249,836,11809,State.EXPOSED
76,12250,372,12104,State.EXPOSED
77,12264,224,11792,State.EXPOSED
78,12305,282,12137,State.EXPOSED
79,12312,322,11898,State.EXPOSED
80,12337,,11793,State.ASYMPTOMATIC
81,12352,500,11872,State.EXPOSED
82,12376,,11793,State.ASYMPTOMATIC
83,12416,206,12104,State.EXPOSED
84,12448,139,12137,State.EXPOSED
85,12456,377,12040,State.EXPOSED
86,12459,195,12171,State.EXPOSED
87,12546,603,12250,State.EXPOSED
88,12624,166,12376,State.EXPOSED
89,12648,352,12352,State.EXPOSED
90,12652,397,12218,State.EXPOSED
91,12666,262,12096,State.EXPOSED
92,12680,452,12384,State.EXPOSED
93,12690,87,12264,State.EXPOSED
94,12714,435,12250,State.EXPOSED
