,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,2.0
70,3.0
71,2.0
72,2.0
73,2.0
74,3.0
75,4.0
76,3.0
77,3.0
78,4.0
79,6.0
80,8.0
81,11.0
82,13.0
83,16.0
84,18.0
85,21.0
86,25.0
87,25.0
88,22.0
89,23.0
90,23.0
91,21.0
92,24.0
93,22.0
94,22.0
95,28.0
96,29.0
97,33.0
98,36.0
99,35.0
100,37.0
101,40.0
102,38.0
103,36.0
104,36.0
105,38.0
106,39.0
107,36.0
108,42.0
109,39.0
110,39.0
111,37.0
112,38.0
113,41.0
114,41.0
115,34.0
116,32.0
117,29.0
118,29.0
119,25.0
120,17.0
121,15.0
122,12.0
123,12.0
124,12.0
125,7.0
126,4.0
127,3.0
128,2.0
129,2.0
130,3.0
131,5.0
132,5.0
133,6.0
134,5.0
135,5.0
136,7.0
137,6.0
138,5.0
139,9.0
140,8.0
141,8.0
142,9.0
143,6.0
144,6.0
145,7.0
146,4.0
147,4.0
148,4.0
149,5.0
150,5.0
151,6.0
152,4.0
153,3.0
154,3.0
155,3.0
156,2.0
157,2.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,1.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,1.0
182,1.0
183,2.0
184,2.0
185,3.0
186,4.0
187,5.0
188,4.0
189,5.0
190,5.0
191,5.0
192,5.0
193,5.0
194,4.0
195,5.0
196,4.0
197,4.0
198,5.0
199,4.0
200,3.0
201,3.0
202,2.0
203,2.0
204,1.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,1.0
216,2.0
217,3.0
218,6.0
219,6.0
220,6.0
221,5.0
222,6.0
223,6.0
224,6.0
225,3.0
226,3.0
227,3.0
228,4.0
229,3.0
230,2.0
231,2.0
232,2.0
233,2.0
234,2.0
235,1.0
236,1.0
237,1.0
238,0.0
